simulation_id,real_concentration_name_file,wind_speed,wind_dir_mean,stability_class,stability_index,RH,humidify,source_x,source_y,source_h,emission_rate,dispersion_model,gps_x,gps_y
148,sim_148_conc_real_2025-11-24.npy,0.73,-135.04,VERY_STABLE,6,0.7,True,156.0,129.0,4.22,0.009896914324378928,PLUME,0.312625250501002,0.25851703406813625
149,sim_149_conc_real_2025-11-24.npy,1.35,-134.85,MODERATELY_STABLE,5,0.45,True,443.0,265.0,6.0,0.0033234856544525106,PLUME,0.8877755511022044,0.531062124248497
150,sim_150_conc_real_2025-11-24.npy,6.14,-135.01,NEUTRAL,4,0.87,True,125.0,188.0,2.72,0.006234176471815714,PLUME,0.250501002004008,0.37675350701402804
151,sim_151_conc_real_2025-11-24.npy,7.73,-134.83,NEUTRAL,4,0.0,False,3.0,366.0,6.16,0.012973674189447622,PLUME,0.006012024048096192,0.7334669338677354
152,sim_152_conc_real_2025-11-24.npy,7.16,-135.11,NEUTRAL,4,0.82,True,460.0,328.0,4.66,0.0059930917876383286,PLUME,0.9218436873747495,0.657314629258517
153,sim_153_conc_real_2025-11-24.npy,6.48,-134.97,NEUTRAL,4,0.0,False,153.0,117.0,7.48,0.00587586010169051,PLUME,0.3066132264529058,0.23446893787575152
154,sim_154_conc_real_2025-11-24.npy,5.43,-135.05,NEUTRAL,4,0.65,True,499.0,238.0,3.14,0.011719302314161203,PLUME,1.0,0.47695390781563124
155,sim_155_conc_real_2025-11-24.npy,7.79,-135.12,NEUTRAL,4,0.64,True,56.0,60.0,8.63,0.013783301173607241,PLUME,0.11222444889779559,0.12024048096192384
156,sim_156_conc_real_2025-11-24.npy,2.76,-134.95,VERY_UNSTABLE,1,0.81,True,475.0,14.0,6.52,0.006062692253389142,PLUME,0.9519038076152304,0.028056112224448898
157,sim_157_conc_real_2025-11-24.npy,3.28,-135.09,MODERATELY_STABLE,5,0.29,True,61.0,205.0,3.8,0.011715616310805138,PLUME,0.12224448897795591,0.41082164328657317
158,sim_158_conc_real_2025-11-24.npy,7.91,-134.89,NEUTRAL,4,0.0,False,150.0,315.0,4.52,0.009443490659832285,PLUME,0.30060120240480964,0.6312625250501002
159,sim_159_conc_real_2025-11-24.npy,4.12,-134.93,NEUTRAL,4,0.24,True,6.0,107.0,3.16,0.010860663439785393,PLUME,0.012024048096192385,0.21442885771543085
160,sim_160_conc_real_2025-11-24.npy,7.91,-135.2,NEUTRAL,4,0.94,True,471.0,499.0,6.98,0.012895556186274717,PLUME,0.9438877755511023,1.0
161,sim_161_conc_real_2025-11-24.npy,5.35,-134.84,NEUTRAL,4,0.0,False,129.0,15.0,8.01,0.002567073010476113,PLUME,0.25851703406813625,0.03006012024048096
162,sim_162_conc_real_2025-11-24.npy,6.99,-135.5,NEUTRAL,4,0.0,False,148.0,14.0,5.01,0.007069696799254374,PLUME,0.2965931863727455,0.028056112224448898
163,sim_163_conc_real_2025-11-24.npy,7.21,-134.95,NEUTRAL,4,0.12,True,395.0,425.0,4.8,0.00529887668945646,PLUME,0.7915831663326653,0.8517034068136272
164,sim_164_conc_real_2025-11-24.npy,5.79,-135.05,NEUTRAL,4,0.33,True,335.0,401.0,3.21,0.008166153233788312,PLUME,0.6713426853707415,0.8036072144288577
165,sim_165_conc_real_2025-11-24.npy,3.56,-135.14,MODERATELY_UNSTABLE,2,0.0,False,326.0,400.0,2.39,0.0033914412245510013,PLUME,0.6533066132264529,0.8016032064128257
166,sim_166_conc_real_2025-11-24.npy,6.48,-135.3,NEUTRAL,4,0.17,True,442.0,327.0,3.03,0.011773082089208277,PLUME,0.8857715430861723,0.655310621242485
167,sim_167_conc_real_2025-11-24.npy,5.65,-135.45,NEUTRAL,4,0.91,True,393.0,499.0,4.5,0.012058890582508154,PLUME,0.7875751503006012,1.0
168,sim_168_conc_real_2025-11-24.npy,4.46,-135.15,NEUTRAL,4,0.06,True,490.0,117.0,4.09,0.006928854061571666,PLUME,0.9819639278557114,0.23446893787575152
169,sim_169_conc_real_2025-11-24.npy,4.23,-134.77,VERY_UNSTABLE,1,0.0,False,192.0,362.0,8.49,0.008116929776955597,PLUME,0.3847695390781563,0.7254509018036072
170,sim_170_conc_real_2025-11-24.npy,5.4,-135.18,NEUTRAL,4,0.53,True,461.0,390.0,6.57,0.009660361937992657,PLUME,0.9238476953907816,0.781563126252505
171,sim_171_conc_real_2025-11-24.npy,4.92,-134.8,NEUTRAL,4,0.0,False,419.0,143.0,6.25,0.0034466138392140445,PLUME,0.8396793587174348,0.2865731462925852
172,sim_172_conc_real_2025-11-24.npy,4.01,-134.96,NEUTRAL,4,0.67,True,403.0,86.0,8.41,0.0076467757891522554,PLUME,0.8076152304609219,0.17234468937875752
173,sim_173_conc_real_2025-11-24.npy,5.39,-134.96,VERY_UNSTABLE,1,0.26,True,26.0,381.0,9.43,0.001485987715673807,PLUME,0.052104208416833664,0.7635270541082164
174,sim_174_conc_real_2025-11-24.npy,4.46,-134.69,NEUTRAL,4,0.05,True,285.0,153.0,2.56,0.010169487960744886,PLUME,0.5711422845691383,0.3066132264529058
175,sim_175_conc_real_2025-11-24.npy,4.52,-134.97,NEUTRAL,4,0.0,False,364.0,260.0,5.62,0.008644933852544988,PLUME,0.7294589178356713,0.5210420841683366
176,sim_176_conc_real_2025-11-24.npy,6.41,-135.54,NEUTRAL,4,0.72,True,163.0,491.0,6.57,0.0113201722055706,PLUME,0.32665330661322645,0.9839679358717435
177,sim_177_conc_real_2025-11-24.npy,4.51,-134.92,SLIGHTLY_UNSTABLE,3,0.26,True,355.0,241.0,4.17,0.009735530339408448,PLUME,0.7114228456913828,0.48296593186372744
178,sim_178_conc_real_2025-11-24.npy,4.47,-135.09,NEUTRAL,4,0.93,True,281.0,264.0,6.93,0.007016348809058961,PLUME,0.56312625250501,0.5290581162324649
179,sim_179_conc_real_2025-11-24.npy,5.13,-135.16,VERY_UNSTABLE,1,0.88,True,482.0,334.0,8.67,0.0017178128490216542,PLUME,0.9659318637274549,0.6693386773547094
180,sim_180_conc_real_2025-11-24.npy,6.07,-135.01,NEUTRAL,4,0.24,True,475.0,238.0,2.66,0.006380200105351379,PLUME,0.9519038076152304,0.47695390781563124
181,sim_181_conc_real_2025-11-24.npy,7.87,-135.1,NEUTRAL,4,0.0,False,459.0,316.0,9.7,0.0059544262313298915,PLUME,0.9198396793587175,0.6332665330661322
182,sim_182_conc_real_2025-11-24.npy,4.41,-135.06,NEUTRAL,4,0.95,True,440.0,473.0,1.66,0.010297482558164053,PLUME,0.8817635270541082,0.9478957915831663
183,sim_183_conc_real_2025-11-24.npy,4.49,-135.29,MODERATELY_UNSTABLE,2,0.5,True,346.0,310.0,6.83,0.0053228328660138696,PLUME,0.6933867735470942,0.6212424849699398
184,sim_184_conc_real_2025-11-24.npy,0.86,-134.8,VERY_STABLE,6,0.93,True,497.0,447.0,9.73,0.011001458018565554,PLUME,0.9959919839679359,0.8957915831663327
185,sim_185_conc_real_2025-11-24.npy,5.07,-134.99,NEUTRAL,4,0.0,False,304.0,200.0,7.32,0.003874984621424068,PLUME,0.6092184368737475,0.40080160320641284
186,sim_186_conc_real_2025-11-24.npy,2.49,-134.93,VERY_UNSTABLE,1,0.61,True,407.0,273.0,1.44,0.01293969724820072,PLUME,0.8156312625250501,0.5470941883767535
187,sim_187_conc_real_2025-11-24.npy,2.36,-135.31,MODERATELY_STABLE,5,0.0,False,206.0,451.0,3.61,0.00386956817372933,PLUME,0.41282565130260523,0.9038076152304609
188,sim_188_conc_real_2025-11-24.npy,2.19,-134.79,VERY_STABLE,6,0.0,False,251.0,165.0,9.71,0.007300852283288679,PLUME,0.503006012024048,0.3306613226452906
189,sim_189_conc_real_2025-11-24.npy,5.0,-134.75,NEUTRAL,4,0.0,False,482.0,458.0,7.56,0.010434197453033936,PLUME,0.9659318637274549,0.9178356713426854
190,sim_190_conc_real_2025-11-24.npy,2.62,-135.47,VERY_STABLE,6,0.5,True,416.0,128.0,4.25,0.004011681590695198,PLUME,0.8336673346693386,0.2565130260521042
191,sim_191_conc_real_2025-11-24.npy,3.35,-134.93,MODERATELY_UNSTABLE,2,0.0,False,415.0,333.0,1.76,0.0030150110236913477,PLUME,0.8316633266533067,0.6673346693386774
192,sim_192_conc_real_2025-11-24.npy,5.03,-135.05,NEUTRAL,4,0.01,True,14.0,407.0,8.35,0.0025920071466185076,PLUME,0.028056112224448898,0.8156312625250501
193,sim_193_conc_real_2025-11-24.npy,3.79,-134.8,MODERATELY_UNSTABLE,2,0.22,True,449.0,472.0,9.24,0.009108495215564078,PLUME,0.8997995991983968,0.9458917835671342
194,sim_194_conc_real_2025-11-24.npy,4.54,-134.77,SLIGHTLY_UNSTABLE,3,0.0,False,155.0,29.0,9.46,0.008418458234488875,PLUME,0.3106212424849699,0.05811623246492986
195,sim_195_conc_real_2025-11-24.npy,1.15,-134.83,VERY_STABLE,6,0.0,False,6.0,377.0,3.59,0.006985076298441647,PLUME,0.012024048096192385,0.7555110220440882
196,sim_196_conc_real_2025-11-24.npy,6.46,-134.96,NEUTRAL,4,0.0,False,484.0,484.0,1.77,0.0022255891066649473,PLUME,0.969939879759519,0.969939879759519
197,sim_197_conc_real_2025-11-24.npy,2.04,-134.99,VERY_STABLE,6,0.0,False,484.0,291.0,9.08,0.013523838492640031,PLUME,0.969939879759519,0.5831663326653307
198,sim_198_conc_real_2025-11-24.npy,2.76,-135.26,VERY_STABLE,6,0.03,True,314.0,407.0,1.75,0.004029035761950074,PLUME,0.6292585170340681,0.8156312625250501
199,sim_199_conc_real_2025-11-24.npy,1.22,-134.91,VERY_STABLE,6,0.0,False,380.0,122.0,2.97,0.013463837716619092,PLUME,0.7615230460921844,0.24448897795591182
200,sim_200_conc_real_2025-11-24.npy,2.01,-134.77,VERY_STABLE,6,0.49,True,193.0,496.0,8.71,0.006987059408018247,PLUME,0.3867735470941884,0.9939879759519038
201,sim_201_conc_real_2025-11-24.npy,4.43,-135.19,MODERATELY_UNSTABLE,2,0.0,False,57.0,257.0,2.17,0.013279036090386708,PLUME,0.11422845691382766,0.5150300601202404
202,sim_202_conc_real_2025-11-24.npy,1.91,-135.05,VERY_STABLE,6,0.81,True,417.0,140.0,8.5,0.013635472556013396,PLUME,0.8356713426853707,0.280561122244489
203,sim_203_conc_real_2025-11-24.npy,3.37,-135.01,VERY_UNSTABLE,1,0.0,False,356.0,414.0,9.07,0.002897618864842518,PLUME,0.7134268537074149,0.8296593186372746
204,sim_204_conc_real_2025-11-24.npy,0.58,-134.73,VERY_STABLE,6,0.0,False,202.0,40.0,4.26,0.007827774968033217,PLUME,0.40480961923847697,0.08016032064128256
205,sim_205_conc_real_2025-11-24.npy,4.95,-134.86,NEUTRAL,4,0.0,False,341.0,396.0,9.52,0.012934295464173023,PLUME,0.6833667334669339,0.7935871743486974
206,sim_206_conc_real_2025-11-24.npy,3.15,-135.25,SLIGHTLY_UNSTABLE,3,0.0,False,36.0,241.0,7.25,0.009835350944713493,PLUME,0.07214428857715431,0.48296593186372744
207,sim_207_conc_real_2025-11-24.npy,5.98,-134.84,NEUTRAL,4,0.38,True,343.0,318.0,9.23,0.003747062540274624,PLUME,0.687374749498998,0.6372745490981964
208,sim_208_conc_real_2025-11-24.npy,5.13,-135.02,NEUTRAL,4,0.55,True,261.0,412.0,9.5,0.006419735348649485,PLUME,0.5230460921843687,0.8256513026052105
209,sim_209_conc_real_2025-11-24.npy,3.46,-135.1,VERY_UNSTABLE,1,0.25,True,136.0,266.0,5.04,0.003069609286745224,PLUME,0.2725450901803607,0.533066132264529
210,sim_210_conc_real_2025-11-24.npy,3.62,-134.92,SLIGHTLY_UNSTABLE,3,0.0,False,125.0,498.0,5.69,0.005390131353276758,PLUME,0.250501002004008,0.9979959919839679
211,sim_211_conc_real_2025-11-24.npy,3.08,-135.23,MODERATELY_UNSTABLE,2,0.0,False,144.0,106.0,1.97,0.0083736452050166,PLUME,0.28857715430861725,0.2124248496993988
212,sim_212_conc_real_2025-11-24.npy,7.42,-135.15,NEUTRAL,4,0.0,False,488.0,89.0,8.24,0.012696118396016257,PLUME,0.9779559118236473,0.17835671342685372
213,sim_213_conc_real_2025-11-24.npy,4.42,-134.68,MODERATELY_UNSTABLE,2,0.16,True,494.0,175.0,3.44,0.009681636754540533,PLUME,0.9899799599198397,0.35070140280561124
214,sim_214_conc_real_2025-11-24.npy,4.42,-134.4,VERY_UNSTABLE,1,0.0,False,204.0,330.0,5.27,0.0038739010670071276,PLUME,0.4088176352705411,0.6613226452905812
215,sim_215_conc_real_2025-11-24.npy,5.92,-134.48,NEUTRAL,4,0.0,False,70.0,392.0,8.32,0.006613282738858906,PLUME,0.1402805611222445,0.7855711422845691
216,sim_216_conc_real_2025-11-24.npy,4.63,-135.09,SLIGHTLY_UNSTABLE,3,0.94,True,319.0,425.0,8.7,0.0038905933743782657,PLUME,0.6392785571142284,0.8517034068136272
217,sim_217_conc_real_2025-11-24.npy,6.71,-134.64,NEUTRAL,4,0.17,True,479.0,114.0,4.03,0.010760882925462054,PLUME,0.9599198396793587,0.22845691382765532
218,sim_218_conc_real_2025-11-24.npy,5.7,-135.06,NEUTRAL,4,0.0,False,210.0,458.0,2.93,0.013188709844971525,PLUME,0.42084168336673344,0.9178356713426854
219,sim_219_conc_real_2025-11-24.npy,2.22,-135.07,VERY_STABLE,6,0.0,False,455.0,349.0,4.54,0.0055658610269481565,PLUME,0.9118236472945892,0.6993987975951904
220,sim_220_conc_real_2025-11-24.npy,4.64,-134.91,VERY_UNSTABLE,1,0.27,True,115.0,16.0,6.38,0.0098890075561519,PLUME,0.23046092184368738,0.03206412825651302
221,sim_221_conc_real_2025-11-24.npy,6.14,-134.94,NEUTRAL,4,0.37,True,452.0,175.0,3.33,0.011321714708952471,PLUME,0.905811623246493,0.35070140280561124
222,sim_222_conc_real_2025-11-24.npy,4.44,-134.89,NEUTRAL,4,0.0,False,408.0,306.0,4.68,0.009393289445302365,PLUME,0.8176352705410822,0.6132264529058116
223,sim_223_conc_real_2025-11-24.npy,1.52,-135.15,MODERATELY_STABLE,5,0.63,True,146.0,5.0,2.0,0.011691231273272169,PLUME,0.2925851703406814,0.01002004008016032
224,sim_224_conc_real_2025-11-24.npy,6.55,-135.06,NEUTRAL,4,0.55,True,69.0,177.0,4.58,0.00488688577157039,PLUME,0.13827655310621242,0.35470941883767537
225,sim_225_conc_real_2025-11-24.npy,7.07,-134.9,NEUTRAL,4,0.32,True,37.0,331.0,2.52,0.008018610918013988,PLUME,0.07414829659318638,0.6633266533066132
226,sim_226_conc_real_2025-11-24.npy,5.73,-135.33,VERY_UNSTABLE,1,0.0,False,422.0,135.0,2.93,0.013624103161083485,PLUME,0.845691382765531,0.27054108216432865
227,sim_227_conc_real_2025-11-24.npy,6.2,-135.44,NEUTRAL,4,0.0,False,314.0,493.0,9.57,0.002408520028693274,PLUME,0.6292585170340681,0.9879759519038076
228,sim_228_conc_real_2025-11-24.npy,6.21,-135.36,NEUTRAL,4,0.25,True,38.0,398.0,5.72,0.010210021904263993,PLUME,0.07615230460921844,0.7975951903807615
229,sim_229_conc_real_2025-11-24.npy,5.16,-134.86,NEUTRAL,4,0.15,True,288.0,293.0,4.68,0.006900329709920944,PLUME,0.5771543086172345,0.5871743486973948
230,sim_230_conc_real_2025-11-24.npy,5.1,-135.04,NEUTRAL,4,0.0,False,405.0,325.0,3.29,0.004606839907551089,PLUME,0.811623246492986,0.6513026052104208
231,sim_231_conc_real_2025-11-24.npy,7.98,-134.83,NEUTRAL,4,0.13,True,40.0,58.0,1.97,0.005409863145682876,PLUME,0.08016032064128256,0.11623246492985972
232,sim_232_conc_real_2025-11-24.npy,3.73,-134.81,MODERATELY_STABLE,5,0.0,False,477.0,93.0,7.18,0.013147876357368018,PLUME,0.9559118236472945,0.18637274549098196
233,sim_233_conc_real_2025-11-24.npy,4.92,-134.76,NEUTRAL,4,0.0,False,355.0,375.0,1.03,0.009340761379966846,PLUME,0.7114228456913828,0.751503006012024
234,sim_234_conc_real_2025-11-24.npy,6.28,-135.02,NEUTRAL,4,0.42,True,135.0,23.0,8.77,0.008351411978273007,PLUME,0.27054108216432865,0.04609218436873747
235,sim_235_conc_real_2025-11-24.npy,4.99,-135.02,NEUTRAL,4,0.0,False,146.0,330.0,1.58,0.011625319973317998,PLUME,0.2925851703406814,0.6613226452905812
236,sim_236_conc_real_2025-11-24.npy,6.0,-135.1,NEUTRAL,4,0.0,False,88.0,43.0,2.82,0.004850271837049214,PLUME,0.17635270541082165,0.08617234468937876
237,sim_237_conc_real_2025-11-24.npy,5.96,-135.03,NEUTRAL,4,0.64,True,425.0,24.0,3.58,0.009414127651197046,PLUME,0.8517034068136272,0.04809619238476954
238,sim_238_conc_real_2025-11-24.npy,4.18,-134.42,NEUTRAL,4,0.57,True,414.0,418.0,5.43,0.013310575749812684,PLUME,0.8296593186372746,0.8376753507014028
239,sim_239_conc_real_2025-11-24.npy,2.36,-134.75,MODERATELY_STABLE,5,0.01,True,268.0,24.0,1.28,0.004087778548328979,PLUME,0.5370741482965932,0.04809619238476954
240,sim_240_conc_real_2025-11-24.npy,5.9,-134.8,NEUTRAL,4,0.21,True,157.0,32.0,8.95,0.005731029812892098,PLUME,0.31462925851703405,0.06412825651302605
241,sim_241_conc_real_2025-11-24.npy,4.91,-134.99,SLIGHTLY_UNSTABLE,3,0.22,True,487.0,392.0,9.14,0.01029350568295649,PLUME,0.9759519038076152,0.7855711422845691
242,sim_242_conc_real_2025-11-24.npy,2.96,-134.54,MODERATELY_STABLE,5,0.52,True,94.0,466.0,3.92,0.00890338763023834,PLUME,0.18837675350701402,0.9338677354709419
243,sim_243_conc_real_2025-11-24.npy,5.55,-134.81,NEUTRAL,4,0.0,False,467.0,300.0,4.75,0.012047842408906004,PLUME,0.935871743486974,0.6012024048096193
244,sim_244_conc_real_2025-11-24.npy,4.17,-135.13,MODERATELY_UNSTABLE,2,0.42,True,432.0,368.0,6.66,0.0060986907800295,PLUME,0.8657314629258517,0.7374749498997996
245,sim_245_conc_real_2025-11-24.npy,3.53,-135.02,MODERATELY_UNSTABLE,2,0.0,False,264.0,479.0,2.49,0.0028344464445043136,PLUME,0.5290581162324649,0.9599198396793587
246,sim_246_conc_real_2025-11-24.npy,6.42,-134.97,NEUTRAL,4,0.0,False,10.0,309.0,9.22,0.012203810254247776,PLUME,0.02004008016032064,0.6192384769539078
247,sim_247_conc_real_2025-11-24.npy,5.55,-135.14,NEUTRAL,4,0.49,True,90.0,43.0,8.77,0.007777484225907891,PLUME,0.18036072144288579,0.08617234468937876
248,sim_248_conc_real_2025-11-24.npy,4.04,-135.04,NEUTRAL,4,0.0,False,6.0,237.0,1.41,0.010276438633475356,PLUME,0.012024048096192385,0.4749498997995992
249,sim_249_conc_real_2025-11-24.npy,2.96,-134.98,MODERATELY_UNSTABLE,2,0.79,True,104.0,359.0,6.76,0.013105049355235593,PLUME,0.20841683366733466,0.7194388777555111
250,sim_250_conc_real_2025-11-24.npy,6.6,-135.0,NEUTRAL,4,0.02,True,387.0,148.0,6.19,0.012490769693430177,PLUME,0.7755511022044088,0.2965931863727455
251,sim_251_conc_real_2025-11-24.npy,2.51,-134.59,MODERATELY_UNSTABLE,2,0.24,True,21.0,281.0,8.83,0.010293428533892476,PLUME,0.04208416833667335,0.56312625250501
252,sim_252_conc_real_2025-11-24.npy,2.15,-134.83,MODERATELY_UNSTABLE,2,0.0,False,366.0,468.0,1.75,0.012065325163513437,PLUME,0.7334669338677354,0.9378757515030061
253,sim_253_conc_real_2025-11-24.npy,6.87,-134.9,NEUTRAL,4,0.82,True,356.0,482.0,5.51,0.01108851005638447,PLUME,0.7134268537074149,0.9659318637274549
254,sim_254_conc_real_2025-11-24.npy,4.76,-134.91,VERY_UNSTABLE,1,0.0,False,79.0,16.0,7.3,0.00816543350064977,PLUME,0.15831663326653306,0.03206412825651302
255,sim_255_conc_real_2025-11-24.npy,7.31,-135.16,NEUTRAL,4,0.0,False,405.0,371.0,7.12,0.005525667005644412,PLUME,0.811623246492986,0.7434869739478958
256,sim_256_conc_real_2025-11-24.npy,4.89,-134.91,NEUTRAL,4,0.0,False,409.0,388.0,5.91,0.006095391206912756,PLUME,0.8196392785571143,0.7775551102204409
257,sim_257_conc_real_2025-11-24.npy,7.52,-135.11,NEUTRAL,4,0.0,False,241.0,25.0,4.47,0.001967737759632996,PLUME,0.48296593186372744,0.050100200400801605
258,sim_258_conc_real_2025-11-24.npy,3.55,-134.55,MODERATELY_UNSTABLE,2,0.0,False,381.0,452.0,1.82,0.011174480175715689,PLUME,0.7635270541082164,0.905811623246493
259,sim_259_conc_real_2025-11-24.npy,7.75,-135.06,NEUTRAL,4,0.84,True,458.0,99.0,4.62,0.008244936701710628,PLUME,0.9178356713426854,0.19839679358717435
260,sim_260_conc_real_2025-11-24.npy,7.92,-135.06,NEUTRAL,4,0.2,True,427.0,453.0,5.83,0.007646362487103018,PLUME,0.8557114228456913,0.9078156312625251
261,sim_261_conc_real_2025-11-24.npy,5.85,-134.7,NEUTRAL,4,0.0,False,473.0,457.0,9.12,0.00598042885663044,PLUME,0.9478957915831663,0.9158316633266533
262,sim_262_conc_real_2025-11-24.npy,7.88,-135.1,NEUTRAL,4,0.0,False,296.0,229.0,8.09,0.006652964627153691,PLUME,0.593186372745491,0.4589178356713427
263,sim_263_conc_real_2025-11-24.npy,6.2,-135.03,SLIGHTLY_UNSTABLE,3,0.0,False,483.0,336.0,7.55,0.00923860323504927,PLUME,0.9679358717434869,0.6733466933867736
264,sim_264_conc_real_2025-11-24.npy,7.23,-134.94,NEUTRAL,4,0.24,True,378.0,345.0,2.34,0.010040122893025855,PLUME,0.7575150300601202,0.6913827655310621
265,sim_265_conc_real_2025-11-24.npy,2.48,-135.03,MODERATELY_STABLE,5,0.78,True,168.0,296.0,7.65,0.012805653221340882,PLUME,0.3366733466933868,0.593186372745491
266,sim_266_conc_real_2025-11-24.npy,3.91,-134.96,MODERATELY_UNSTABLE,2,0.17,True,37.0,393.0,6.96,0.0021730944581245313,PLUME,0.07414829659318638,0.7875751503006012
267,sim_267_conc_real_2025-11-24.npy,3.8,-135.01,VERY_UNSTABLE,1,0.0,False,346.0,477.0,2.1,0.008568637717861507,PLUME,0.6933867735470942,0.9559118236472945
268,sim_268_conc_real_2025-11-24.npy,4.44,-135.2,NEUTRAL,4,0.0,False,145.0,494.0,8.77,0.01112809957828271,PLUME,0.2905811623246493,0.9899799599198397
269,sim_269_conc_real_2025-11-24.npy,7.11,-134.73,NEUTRAL,4,0.0,False,22.0,391.0,7.52,0.0031292508529337008,PLUME,0.04408817635270541,0.7835671342685371
270,sim_270_conc_real_2025-11-24.npy,3.3,-134.91,MODERATELY_UNSTABLE,2,0.87,True,384.0,374.0,5.1,0.008827158035050998,PLUME,0.7695390781563126,0.749498997995992
271,sim_271_conc_real_2025-11-24.npy,3.1,-134.83,MODERATELY_STABLE,5,0.08,True,88.0,363.0,4.86,0.008631379121201916,PLUME,0.17635270541082165,0.7274549098196392
272,sim_272_conc_real_2025-11-24.npy,3.61,-134.71,MODERATELY_UNSTABLE,2,0.84,True,43.0,59.0,9.33,0.004159755114563905,PLUME,0.08617234468937876,0.11823647294589178
273,sim_273_conc_real_2025-11-24.npy,0.69,-135.03,VERY_STABLE,6,0.0,False,127.0,411.0,4.08,0.01272327689066839,PLUME,0.2545090180360721,0.8236472945891784
274,sim_274_conc_real_2025-11-24.npy,6.77,-134.94,NEUTRAL,4,0.0,False,25.0,297.0,2.05,0.005731099797925582,PLUME,0.050100200400801605,0.5951903807615231
275,sim_275_conc_real_2025-11-24.npy,5.31,-135.21,NEUTRAL,4,0.44,True,135.0,363.0,1.4,0.007517327746159979,PLUME,0.27054108216432865,0.7274549098196392
276,sim_276_conc_real_2025-11-24.npy,6.62,-135.13,NEUTRAL,4,0.62,True,25.0,248.0,1.38,0.011144227854545033,PLUME,0.050100200400801605,0.4969939879759519
277,sim_277_conc_real_2025-11-24.npy,3.09,-134.96,MODERATELY_STABLE,5,0.0,False,371.0,227.0,1.79,0.0022443236942071283,PLUME,0.7434869739478958,0.45490981963927857
278,sim_278_conc_real_2025-11-24.npy,4.44,-134.99,NEUTRAL,4,0.19,True,436.0,120.0,9.12,0.010534671809437738,PLUME,0.87374749498998,0.24048096192384769
279,sim_279_conc_real_2025-11-24.npy,5.28,-134.86,NEUTRAL,4,0.84,True,395.0,54.0,4.86,0.0039693560295716145,PLUME,0.7915831663326653,0.10821643286573146
280,sim_280_conc_real_2025-11-24.npy,4.86,-134.98,NEUTRAL,4,0.49,True,452.0,138.0,7.12,0.0030172837844020437,PLUME,0.905811623246493,0.27655310621242485
281,sim_281_conc_real_2025-11-24.npy,5.76,-135.08,NEUTRAL,4,0.0,False,81.0,186.0,5.01,0.011865297754453634,PLUME,0.1623246492985972,0.3727454909819639
282,sim_282_conc_real_2025-11-24.npy,6.24,-134.92,SLIGHTLY_UNSTABLE,3,0.53,True,481.0,416.0,6.35,0.013502843106087112,PLUME,0.9639278557114228,0.8336673346693386
283,sim_283_conc_real_2025-11-24.npy,1.59,-135.15,VERY_STABLE,6,0.0,False,75.0,226.0,4.68,0.002231063443463297,PLUME,0.15030060120240482,0.4529058116232465
284,sim_284_conc_real_2025-11-24.npy,2.29,-134.93,MODERATELY_STABLE,5,0.51,True,208.0,397.0,2.35,0.008978161660297825,PLUME,0.4168336673346693,0.7955911823647295
285,sim_285_conc_real_2025-11-24.npy,6.18,-134.83,NEUTRAL,4,0.0,False,252.0,265.0,9.37,0.005065476689416233,PLUME,0.5050100200400801,0.531062124248497
286,sim_286_conc_real_2025-11-24.npy,5.01,-135.39,NEUTRAL,4,0.91,True,170.0,116.0,6.87,0.0033923805320509545,PLUME,0.3406813627254509,0.23246492985971945
287,sim_287_conc_real_2025-11-24.npy,2.82,-135.04,VERY_UNSTABLE,1,0.0,False,284.0,196.0,1.89,0.010553667231214616,PLUME,0.5691382765531062,0.3927855711422846
288,sim_288_conc_real_2025-11-24.npy,7.24,-134.81,NEUTRAL,4,0.09,True,405.0,228.0,2.11,0.012575794762859265,PLUME,0.811623246492986,0.45691382765531063
289,sim_289_conc_real_2025-11-24.npy,7.49,-134.9,NEUTRAL,4,0.2,True,149.0,358.0,1.76,0.011538965463455121,PLUME,0.2985971943887776,0.717434869739479
290,sim_290_conc_real_2025-11-24.npy,5.2,-134.8,NEUTRAL,4,0.0,False,432.0,54.0,2.5,0.009453734419863441,PLUME,0.8657314629258517,0.10821643286573146
291,sim_291_conc_real_2025-11-24.npy,1.7,-135.06,VERY_STABLE,6,0.41,True,460.0,153.0,4.02,0.012693735471476683,PLUME,0.9218436873747495,0.3066132264529058
292,sim_292_conc_real_2025-11-24.npy,2.97,-134.86,VERY_STABLE,6,0.0,False,147.0,360.0,6.02,0.010759848238836781,PLUME,0.29458917835671344,0.7214428857715431
293,sim_293_conc_real_2025-11-24.npy,7.52,-134.87,NEUTRAL,4,0.42,True,65.0,451.0,8.83,0.009636607293572384,PLUME,0.13026052104208416,0.9038076152304609
294,sim_294_conc_real_2025-11-24.npy,7.02,-135.19,NEUTRAL,4,0.0,False,453.0,442.0,6.76,0.010477112233127642,PLUME,0.9078156312625251,0.8857715430861723
295,sim_295_conc_real_2025-11-24.npy,2.53,-135.64,VERY_UNSTABLE,1,0.0,False,363.0,343.0,4.33,0.00522892928430896,PLUME,0.7274549098196392,0.687374749498998
296,sim_296_conc_real_2025-11-24.npy,4.94,-134.86,MODERATELY_UNSTABLE,2,0.0,False,209.0,439.0,7.12,0.002863477834055886,PLUME,0.4188376753507014,0.8797595190380761
