simulation_id,real_concentration_name_file,wind_speed,wind_dir_mean,stability_class,stability_index,sigma_y,sigma_z,RH,humidify,source_x,source_y,source_h,emission_rate,dispersion_model,gps_x,gps_y
143,sim_143_conc_real_2025-11-10.npy,4.63,0.0,MODERATELY_UNSTABLE,2,125.856,62.928,0.0,False,419.0,158.0,1.49,0.0031,PLUME,0.8396793587174348,0.3166332665330661
144,sim_144_conc_real_2025-11-10.npy,7.31,-2.09,NEUTRAL,4,43.027,21.513,0.0,False,211.0,372.0,3.96,0.0075,PUFF,0.4228456913827655,0.7454909819639278
145,sim_145_conc_real_2025-11-10.npy,6.28,0.0,NEUTRAL,4,42.836,21.418,0.96,True,132.0,326.0,9.17,0.0082,PLUME,0.26452905811623245,0.6533066132264529
146,sim_146_conc_real_2025-11-10.npy,2.41,-0.28,VERY_UNSTABLE,1,200.15,100.075,0.89,True,218.0,280.0,7.44,0.0005,PUFF,0.43687374749499,0.561122244488978
147,sim_147_conc_real_2025-11-10.npy,2.94,-26.99,MODERATELY_UNSTABLE,2,125.089,62.545,0.05,True,224.0,271.0,4.15,0.0052,PUFF,0.44889779559118237,0.5430861723446894
148,sim_148_conc_real_2025-11-10.npy,1.48,-1.31,VERY_STABLE,6,14.743,7.372,0.73,True,413.0,158.0,8.82,0.0091,PUFF,0.8276553106212425,0.3166332665330661
149,sim_149_conc_real_2025-11-10.npy,3.12,0.0,SLIGHTLY_UNSTABLE,3,74.224,37.112,0.0,False,380.0,181.0,8.74,0.0022,PUFF,0.7615230460921844,0.3627254509018036
150,sim_150_conc_real_2025-11-10.npy,2.06,1.43,MODERATELY_STABLE,5,25.743,12.872,0.0,False,79.0,441.0,7.92,0.0069,PLUME,0.15831663326653306,0.8837675350701403
151,sim_151_conc_real_2025-11-10.npy,6.08,33.96,NEUTRAL,4,43.409,21.705,0.0,False,344.0,429.0,8.58,0.0061,PLUME,0.6893787575150301,0.8597194388777555
152,sim_152_conc_real_2025-11-10.npy,4.58,0.0,NEUTRAL,4,42.576,21.288,0.0,False,1.0,207.0,3.12,0.0015,PUFF,0.002004008016032064,0.4148296593186373
153,sim_153_conc_real_2025-11-10.npy,4.08,0.0,NEUTRAL,4,42.505,21.252,0.0,False,99.0,105.0,4.05,0.002,PLUME,0.19839679358717435,0.21042084168336672
154,sim_154_conc_real_2025-11-10.npy,4.99,138.63,NEUTRAL,4,42.533,21.266,0.49,True,172.0,1.0,7.99,0.0017,PLUME,0.34468937875751504,0.002004008016032064
155,sim_155_conc_real_2025-11-10.npy,2.87,0.0,VERY_UNSTABLE,1,201.172,100.586,0.43,True,411.0,140.0,8.26,0.0016,PUFF,0.8236472945891784,0.280561122244489
156,sim_156_conc_real_2025-11-10.npy,2.65,143.97,VERY_UNSTABLE,1,201.561,100.78,0.0,False,166.0,430.0,3.38,0.0016,PUFF,0.33266533066132264,0.8617234468937875
157,sim_157_conc_real_2025-11-10.npy,4.46,88.96,NEUTRAL,4,43.128,21.564,0.46,True,310.0,344.0,9.37,0.0084,PLUME,0.6212424849699398,0.6893787575150301
158,sim_158_conc_real_2025-11-10.npy,7.94,0.99,NEUTRAL,4,43.041,21.521,0.71,True,194.0,387.0,6.5,0.0054,PLUME,0.38877755511022044,0.7755511022044088
159,sim_159_conc_real_2025-11-10.npy,6.51,-1.05,NEUTRAL,4,42.507,21.254,0.51,True,142.0,39.0,2.33,0.0058,PUFF,0.2845691382765531,0.0781563126252505
160,sim_160_conc_real_2025-11-10.npy,6.38,2.06,SLIGHTLY_UNSTABLE,3,75.184,37.592,0.0,False,383.0,445.0,2.24,0.006,PUFF,0.7675350701402806,0.8917835671342685
161,sim_161_conc_real_2025-11-10.npy,5.56,0.0,VERY_UNSTABLE,1,201.842,100.921,0.0,False,165.0,450.0,7.49,0.0051,PLUME,0.3306613226452906,0.9018036072144289
162,sim_162_conc_real_2025-11-10.npy,5.02,0.0,NEUTRAL,4,43.945,21.973,0.21,True,477.0,493.0,6.23,0.0094,PUFF,0.9559118236472945,0.9879759519038076
163,sim_163_conc_real_2025-11-10.npy,4.0,0.0,MODERATELY_UNSTABLE,2,125.879,62.94,0.0,False,152.0,424.0,1.68,0.0009,PUFF,0.3046092184368738,0.8496993987975952
164,sim_164_conc_real_2025-11-10.npy,2.01,0.0,MODERATELY_STABLE,5,25.675,12.838,0.0,False,7.0,405.0,5.86,0.0051,PLUME,0.014028056112224449,0.811623246492986
165,sim_165_conc_real_2025-11-10.npy,6.69,-80.14,NEUTRAL,4,43.164,21.582,0.0,False,171.0,443.0,7.27,0.0003,PUFF,0.342685370741483,0.8877755511022044
166,sim_166_conc_real_2025-11-10.npy,4.06,-145.2,SLIGHTLY_UNSTABLE,3,73.564,36.782,0.35,True,248.0,30.0,3.6,0.0074,PUFF,0.4969939879759519,0.06012024048096192
167,sim_167_conc_real_2025-11-10.npy,6.04,3.84,NEUTRAL,4,42.66,21.33,0.67,True,262.0,14.0,8.03,0.0004,PLUME,0.5250501002004008,0.028056112224448898
168,sim_168_conc_real_2025-11-10.npy,7.68,0.0,NEUTRAL,4,42.661,21.331,0.43,True,257.0,57.0,3.88,0.0019,PUFF,0.5150300601202404,0.11422845691382766
169,sim_169_conc_real_2025-11-10.npy,4.37,-2.8,NEUTRAL,4,42.807,21.404,0.0,False,329.0,80.0,4.17,0.0068,PLUME,0.6593186372745491,0.16032064128256512
170,sim_170_conc_real_2025-11-10.npy,5.05,55.88,NEUTRAL,4,43.26,21.63,0.6,True,468.0,191.0,4.16,0.0023,PLUME,0.9378757515030061,0.38276553106212424
171,sim_171_conc_real_2025-11-10.npy,5.39,-80.25,NEUTRAL,4,42.656,21.328,0.31,True,260.0,8.0,3.64,0.0048,PUFF,0.5210420841683366,0.01603206412825651
172,sim_172_conc_real_2025-11-10.npy,6.54,-2.31,NEUTRAL,4,43.262,21.631,0.03,True,190.0,469.0,1.7,0.0097,PLUME,0.3807615230460922,0.9398797595190381
173,sim_173_conc_real_2025-11-10.npy,7.95,-2.37,NEUTRAL,4,43.165,21.582,0.88,True,412.0,237.0,4.78,0.0045,PUFF,0.8256513026052105,0.4749498997995992
174,sim_174_conc_real_2025-11-10.npy,7.29,4.12,NEUTRAL,4,42.5,21.25,0.0,False,139.0,3.0,8.61,0.0003,PUFF,0.2785571142284569,0.006012024048096192
175,sim_175_conc_real_2025-11-10.npy,4.52,0.0,NEUTRAL,4,42.858,21.429,0.0,False,26.0,360.0,6.09,0.009,PLUME,0.052104208416833664,0.7214428857715431
176,sim_176_conc_real_2025-11-10.npy,4.24,-107.08,NEUTRAL,4,43.018,21.509,0.87,True,334.0,262.0,1.0,0.0051,PLUME,0.6693386773547094,0.5250501002004008
177,sim_177_conc_real_2025-11-10.npy,3.66,-5.1,MODERATELY_STABLE,5,25.762,12.881,0.0,False,424.0,176.0,1.02,0.0024,PUFF,0.8496993987975952,0.3527054108216433
178,sim_178_conc_real_2025-11-10.npy,2.73,2.83,VERY_UNSTABLE,1,203.631,101.816,0.18,True,384.0,439.0,5.72,0.0004,PUFF,0.7695390781563126,0.8797595190380761
179,sim_179_conc_real_2025-11-10.npy,5.27,74.8,NEUTRAL,4,43.191,21.595,0.0,False,480.0,58.0,5.45,0.0099,PLUME,0.9619238476953907,0.11623246492985972
180,sim_180_conc_real_2025-11-10.npy,5.7,-90.58,NEUTRAL,4,43.385,21.692,0.11,True,344.0,420.0,5.15,0.0017,PUFF,0.6893787575150301,0.8416833667334669
181,sim_181_conc_real_2025-11-10.npy,5.75,5.19,NEUTRAL,4,42.555,21.278,0.16,True,191.0,5.0,2.97,0.0077,PLUME,0.38276553106212424,0.01002004008016032
182,sim_182_conc_real_2025-11-10.npy,2.15,162.53,VERY_UNSTABLE,1,201.686,100.843,0.29,True,468.0,32.0,4.04,0.0093,PUFF,0.9378757515030061,0.06412825651302605
183,sim_183_conc_real_2025-11-10.npy,5.77,28.9,NEUTRAL,4,43.622,21.811,0.0,False,495.0,352.0,2.95,0.0006,PLUME,0.9919839679358717,0.7054108216432866
184,sim_184_conc_real_2025-11-10.npy,7.35,0.0,NEUTRAL,4,43.265,21.633,0.5,True,370.0,347.0,5.28,0.0091,PLUME,0.7414829659318637,0.6953907815631263
185,sim_185_conc_real_2025-11-10.npy,7.81,131.11,NEUTRAL,4,42.822,21.411,0.91,True,345.0,5.0,4.96,0.0083,PUFF,0.6913827655310621,0.01002004008016032
186,sim_186_conc_real_2025-11-10.npy,5.88,0.0,NEUTRAL,4,42.643,21.321,0.6,True,252.0,11.0,9.11,0.0043,PLUME,0.5050100200400801,0.022044088176352707
187,sim_187_conc_real_2025-11-10.npy,6.19,0.0,NEUTRAL,4,43.384,21.692,0.81,True,482.0,249.0,7.95,0.0086,PLUME,0.9659318637274549,0.49899799599198397
188,sim_188_conc_real_2025-11-10.npy,4.51,-23.41,SLIGHTLY_UNSTABLE,3,75.584,37.792,0.79,True,452.0,459.0,9.21,0.0081,PLUME,0.905811623246493,0.9198396793587175
189,sim_189_conc_real_2025-11-10.npy,7.71,0.38,NEUTRAL,4,42.899,21.45,0.0,False,355.0,131.0,9.08,0.0018,PLUME,0.7114228456913828,0.2625250501002004
190,sim_190_conc_real_2025-11-10.npy,2.63,-0.0,MODERATELY_UNSTABLE,2,126.653,63.327,0.42,True,443.0,291.0,1.22,0.0087,PLUME,0.8877755511022044,0.5831663326653307
191,sim_191_conc_real_2025-11-10.npy,5.28,-77.49,SLIGHTLY_UNSTABLE,3,74.818,37.409,0.71,True,183.0,497.0,5.0,0.0087,PUFF,0.3667334669338677,0.9959919839679359
192,sim_192_conc_real_2025-11-10.npy,5.18,0.0,NEUTRAL,4,43.242,21.621,0.0,False,224.0,447.0,8.13,0.0089,PUFF,0.44889779559118237,0.8957915831663327
193,sim_193_conc_real_2025-11-10.npy,3.76,1.04,SLIGHTLY_UNSTABLE,3,75.05,37.525,0.0,False,425.0,375.0,6.16,0.0045,PUFF,0.8517034068136272,0.751503006012024
194,sim_194_conc_real_2025-11-10.npy,5.45,0.0,NEUTRAL,4,43.272,21.636,0.0,False,347.0,373.0,3.54,0.0053,PUFF,0.6953907815631263,0.7474949899799599
195,sim_195_conc_real_2025-11-10.npy,2.61,19.79,VERY_UNSTABLE,1,202.991,101.495,0.0,False,481.0,263.0,5.14,0.0086,PUFF,0.9639278557114228,0.5270541082164328
196,sim_196_conc_real_2025-11-10.npy,5.0,0.0,NEUTRAL,4,43.629,21.815,0.83,True,477.0,379.0,1.52,0.0076,PUFF,0.9559118236472945,0.7595190380761523
197,sim_197_conc_real_2025-11-10.npy,5.82,-0.21,SLIGHTLY_UNSTABLE,3,74.711,37.356,0.12,True,244.0,450.0,1.68,0.0007,PLUME,0.48897795591182364,0.9018036072144289
198,sim_198_conc_real_2025-11-10.npy,2.39,134.0,VERY_UNSTABLE,1,201.843,100.921,0.28,True,14.0,479.0,9.52,0.0072,PUFF,0.028056112224448898,0.9599198396793587
199,sim_199_conc_real_2025-11-10.npy,1.67,-80.19,MODERATELY_STABLE,5,26.234,13.117,0.34,True,493.0,474.0,7.36,0.0066,PUFF,0.9879759519038076,0.9498997995991983
200,sim_200_conc_real_2025-11-10.npy,6.18,0.0,NEUTRAL,4,43.905,21.952,0.0,False,499.0,457.0,2.13,0.0084,PLUME,1.0,0.9158316633266533
201,sim_201_conc_real_2025-11-10.npy,1.5,100.42,VERY_STABLE,6,14.814,7.407,0.0,False,419.0,297.0,2.12,0.0044,PUFF,0.8396793587174348,0.5951903807615231
202,sim_202_conc_real_2025-11-10.npy,2.88,-67.01,VERY_UNSTABLE,1,201.629,100.815,0.0,False,372.0,280.0,8.17,0.0097,PUFF,0.7454909819639278,0.561122244488978
203,sim_203_conc_real_2025-11-10.npy,3.29,3.24,MODERATELY_STABLE,5,25.977,12.989,0.0,False,386.0,423.0,9.85,0.0017,PUFF,0.7735470941883767,0.8476953907815631
204,sim_204_conc_real_2025-11-10.npy,4.71,4.35,SLIGHTLY_UNSTABLE,3,73.768,36.884,0.0,False,311.0,32.0,5.97,0.0008,PLUME,0.6232464929859719,0.06412825651302605
205,sim_205_conc_real_2025-11-10.npy,6.46,0.0,SLIGHTLY_UNSTABLE,3,75.093,37.547,0.52,True,369.0,439.0,7.91,0.0011,PUFF,0.7394789579158316,0.8797595190380761
206,sim_206_conc_real_2025-11-10.npy,2.38,-2.54,VERY_STABLE,6,14.632,7.316,0.52,True,295.0,27.0,2.05,0.0045,PUFF,0.591182364729459,0.05410821643286573
207,sim_207_conc_real_2025-11-10.npy,6.05,0.0,NEUTRAL,4,43.419,21.709,0.09,True,456.0,312.0,9.72,0.0054,PUFF,0.9138276553106213,0.625250501002004
208,sim_208_conc_real_2025-11-10.npy,7.78,-0.12,NEUTRAL,4,43.075,21.537,0.72,True,435.0,92.0,2.61,0.0031,PUFF,0.8717434869739479,0.1843687374749499
209,sim_209_conc_real_2025-11-10.npy,7.3,0.0,NEUTRAL,4,42.69,21.345,0.81,True,246.0,133.0,5.63,0.0016,PLUME,0.49298597194388777,0.2665330661322645
210,sim_210_conc_real_2025-11-10.npy,6.62,105.48,NEUTRAL,4,43.079,21.539,0.05,True,444.0,43.0,2.64,0.0005,PUFF,0.8897795591182365,0.08617234468937876
211,sim_211_conc_real_2025-11-10.npy,5.73,34.04,NEUTRAL,4,42.954,21.477,0.0,False,371.0,150.0,3.97,0.005,PLUME,0.7434869739478958,0.30060120240480964
212,sim_212_conc_real_2025-11-10.npy,7.8,-5.69,NEUTRAL,4,43.057,21.528,0.0,False,356.0,256.0,4.92,0.0081,PUFF,0.7134268537074149,0.5130260521042084
213,sim_213_conc_real_2025-11-10.npy,7.21,-84.15,NEUTRAL,4,43.212,21.606,0.0,False,426.0,243.0,7.52,0.0073,PLUME,0.8537074148296593,0.48697394789579157
214,sim_214_conc_real_2025-11-10.npy,7.67,0.0,NEUTRAL,4,43.017,21.508,0.5,True,338.0,256.0,7.93,0.0025,PUFF,0.6773547094188377,0.5130260521042084
215,sim_215_conc_real_2025-11-10.npy,3.43,7.24,VERY_UNSTABLE,1,199.953,99.976,0.69,True,144.0,305.0,2.76,0.0011,PLUME,0.28857715430861725,0.6112224448897795
216,sim_216_conc_real_2025-11-10.npy,4.1,139.79,SLIGHTLY_UNSTABLE,3,74.659,37.329,0.56,True,60.0,499.0,1.03,0.0005,PUFF,0.12024048096192384,1.0
217,sim_217_conc_real_2025-11-10.npy,4.95,0.0,SLIGHTLY_UNSTABLE,3,75.737,37.869,0.25,True,492.0,447.0,4.66,0.0043,PUFF,0.9859719438877755,0.8957915831663327
218,sim_218_conc_real_2025-11-10.npy,4.34,0.0,NEUTRAL,4,43.178,21.589,0.0,False,124.0,463.0,1.53,0.0011,PUFF,0.24849699398797595,0.9278557114228457
219,sim_219_conc_real_2025-11-10.npy,2.19,151.91,VERY_UNSTABLE,1,198.303,99.152,0.0,False,42.0,105.0,2.93,0.0095,PLUME,0.0841683366733467,0.21042084168336672
220,sim_220_conc_real_2025-11-10.npy,4.24,0.0,NEUTRAL,4,42.603,21.302,0.0,False,226.0,18.0,6.19,0.002,PLUME,0.4529058116232465,0.036072144288577156
221,sim_221_conc_real_2025-11-10.npy,6.18,0.0,NEUTRAL,4,43.049,21.524,0.5,True,370.0,230.0,5.94,0.0014,PUFF,0.7414829659318637,0.46092184368737477
222,sim_222_conc_real_2025-11-10.npy,7.52,0.0,NEUTRAL,4,43.074,21.537,0.0,False,444.0,22.0,1.79,0.0002,PUFF,0.8897795591182365,0.04408817635270541
223,sim_223_conc_real_2025-11-10.npy,7.13,2.64,NEUTRAL,4,43.451,21.725,0.0,False,391.0,403.0,9.89,0.0086,PUFF,0.7835671342685371,0.8076152304609219
224,sim_224_conc_real_2025-11-10.npy,4.03,2.69,NEUTRAL,4,42.857,21.428,0.13,True,131.0,336.0,8.03,0.0056,PUFF,0.2625250501002004,0.6733466933867736
225,sim_225_conc_real_2025-11-10.npy,4.47,0.0,NEUTRAL,4,43.295,21.647,0.12,True,369.0,361.0,6.37,0.0015,PUFF,0.7394789579158316,0.7234468937875751
226,sim_226_conc_real_2025-11-10.npy,5.19,4.14,SLIGHTLY_UNSTABLE,3,73.829,36.915,0.74,True,317.0,89.0,6.16,0.0095,PLUME,0.6352705410821643,0.17835671342685372
227,sim_227_conc_real_2025-11-10.npy,4.28,-171.45,NEUTRAL,4,42.593,21.296,0.69,True,73.0,207.0,4.89,0.0012,PUFF,0.1462925851703407,0.4148296593186373
228,sim_228_conc_real_2025-11-10.npy,6.63,1.45,NEUTRAL,4,43.112,21.556,0.0,False,191.0,416.0,2.74,0.0015,PLUME,0.38276553106212424,0.8336673346693386
229,sim_229_conc_real_2025-11-10.npy,6.49,0.0,SLIGHTLY_UNSTABLE,3,73.836,36.918,0.51,True,154.0,293.0,2.2,0.0085,PUFF,0.30861723446893785,0.5871743486973948
230,sim_230_conc_real_2025-11-10.npy,5.17,0.0,NEUTRAL,4,43.189,21.594,0.41,True,471.0,107.0,1.39,0.005,PLUME,0.9438877755511023,0.21442885771543085
231,sim_231_conc_real_2025-11-10.npy,1.08,-149.31,MODERATELY_STABLE,5,25.919,12.96,0.6,True,441.0,319.0,7.73,0.0055,PLUME,0.8837675350701403,0.6392785571142284
232,sim_232_conc_real_2025-11-10.npy,7.66,0.0,NEUTRAL,4,43.426,21.713,0.0,False,439.0,339.0,9.49,0.0084,PLUME,0.8797595190380761,0.6793587174348698
233,sim_233_conc_real_2025-11-10.npy,3.73,120.2,MODERATELY_UNSTABLE,2,123.947,61.973,0.24,True,95.0,12.0,3.95,0.0053,PUFF,0.1903807615230461,0.02404809619238477
234,sim_234_conc_real_2025-11-10.npy,4.24,89.36,SLIGHTLY_UNSTABLE,3,73.833,36.916,0.0,False,328.0,38.0,5.61,0.0081,PUFF,0.657314629258517,0.07615230460921844
235,sim_235_conc_real_2025-11-10.npy,4.35,0.0,NEUTRAL,4,42.994,21.497,0.44,True,316.0,270.0,7.81,0.0076,PLUME,0.6332665330661322,0.5410821643286573
236,sim_236_conc_real_2025-11-10.npy,5.36,-4.28,NEUTRAL,4,42.917,21.459,0.0,False,362.0,133.0,4.59,0.0014,PUFF,0.7254509018036072,0.2665330661322645
237,sim_237_conc_real_2025-11-10.npy,5.45,0.0,NEUTRAL,4,42.758,21.379,0.83,True,37.0,313.0,2.42,0.003,PLUME,0.07414829659318638,0.627254509018036
238,sim_238_conc_real_2025-11-10.npy,2.7,-160.05,VERY_UNSTABLE,1,201.549,100.774,0.0,False,188.0,420.0,7.55,0.0011,PUFF,0.37675350701402804,0.8416833667334669
239,sim_239_conc_real_2025-11-10.npy,4.61,0.0,VERY_UNSTABLE,1,203.693,101.846,0.0,False,401.0,428.0,3.4,0.0065,PLUME,0.8036072144288577,0.8577154308617234
240,sim_240_conc_real_2025-11-10.npy,5.76,-1.09,NEUTRAL,4,42.552,21.276,0.01,True,184.0,41.0,1.0,0.0039,PUFF,0.3687374749498998,0.08216432865731463
241,sim_241_conc_real_2025-11-10.npy,4.33,0.0,NEUTRAL,4,42.994,21.497,0.0,False,368.0,193.0,6.99,0.002,PUFF,0.7374749498997996,0.3867735470941884
242,sim_242_conc_real_2025-11-10.npy,5.01,0.0,NEUTRAL,4,43.612,21.806,0.74,True,402.0,452.0,9.99,0.0067,PUFF,0.8056112224448898,0.905811623246493
243,sim_243_conc_real_2025-11-10.npy,6.8,-5.54,NEUTRAL,4,42.621,21.31,0.7,True,225.0,78.0,2.21,0.0027,PLUME,0.45090180360721444,0.156312625250501
244,sim_244_conc_real_2025-11-10.npy,3.69,-2.86,VERY_UNSTABLE,1,201.558,100.779,0.0,False,24.0,460.0,8.79,0.0058,PLUME,0.04809619238476954,0.9218436873747495
245,sim_245_conc_real_2025-11-10.npy,6.18,0.0,NEUTRAL,4,43.054,21.527,0.0,False,32.0,436.0,4.63,0.0039,PLUME,0.06412825651302605,0.87374749498998
246,sim_246_conc_real_2025-11-10.npy,4.26,-1.57,NEUTRAL,4,42.793,21.396,0.79,True,178.0,280.0,6.74,0.0069,PUFF,0.35671342685370744,0.561122244488978
247,sim_247_conc_real_2025-11-10.npy,5.7,16.41,NEUTRAL,4,42.865,21.433,0.0,False,233.0,280.0,4.74,0.005,PUFF,0.46693386773547096,0.561122244488978
248,sim_248_conc_real_2025-11-10.npy,5.97,-0.78,NEUTRAL,4,43.376,21.688,0.0,False,315.0,439.0,8.29,0.0069,PUFF,0.6312625250501002,0.8797595190380761
249,sim_249_conc_real_2025-11-10.npy,4.59,-154.73,NEUTRAL,4,42.877,21.438,0.0,False,184.0,320.0,8.8,0.0076,PLUME,0.3687374749498998,0.6412825651302605
250,sim_250_conc_real_2025-11-10.npy,4.7,0.0,NEUTRAL,4,43.224,21.612,0.48,True,193.0,455.0,6.73,0.0005,PLUME,0.3867735470941884,0.9118236472945892
251,sim_251_conc_real_2025-11-10.npy,3.52,-167.5,MODERATELY_STABLE,5,25.555,12.778,0.74,True,13.0,315.0,8.94,0.0075,PLUME,0.026052104208416832,0.6312625250501002
252,sim_252_conc_real_2025-11-10.npy,6.4,-0.87,NEUTRAL,4,42.772,21.386,0.0,False,315.0,67.0,5.31,0.0022,PUFF,0.6312625250501002,0.1342685370741483
253,sim_253_conc_real_2025-11-10.npy,2.61,0.0,MODERATELY_UNSTABLE,2,126.054,63.027,0.0,False,371.0,288.0,4.36,0.0082,PLUME,0.7434869739478958,0.5771543086172345
254,sim_254_conc_real_2025-11-10.npy,7.56,0.11,NEUTRAL,4,43.132,21.566,0.18,True,165.0,434.0,8.72,0.0041,PLUME,0.3306613226452906,0.8697394789579158
255,sim_255_conc_real_2025-11-10.npy,5.05,154.38,VERY_UNSTABLE,1,198.657,99.329,0.31,True,185.0,14.0,1.35,0.0066,PUFF,0.37074148296593185,0.028056112224448898
256,sim_256_conc_real_2025-11-10.npy,7.45,-45.92,NEUTRAL,4,42.967,21.483,0.48,True,363.0,180.0,4.05,0.0056,PUFF,0.7274549098196392,0.36072144288577157
257,sim_257_conc_real_2025-11-10.npy,4.78,0.0,NEUTRAL,4,42.477,21.238,0.98,True,3.0,110.0,2.6,0.0039,PLUME,0.006012024048096192,0.22044088176352705
258,sim_258_conc_real_2025-11-10.npy,3.82,161.15,SLIGHTLY_UNSTABLE,3,73.917,36.959,0.0,False,351.0,22.0,5.18,0.0053,PUFF,0.7034068136272545,0.04408817635270541
259,sim_259_conc_real_2025-11-10.npy,5.95,0.2,NEUTRAL,4,42.813,21.407,0.0,False,302.0,159.0,2.09,0.0029,PUFF,0.6052104208416834,0.3186372745490982
260,sim_260_conc_real_2025-11-10.npy,5.38,174.97,NEUTRAL,4,43.789,21.894,0.11,True,457.0,461.0,7.95,0.0021,PUFF,0.9158316633266533,0.9238476953907816
261,sim_261_conc_real_2025-11-10.npy,7.26,33.01,NEUTRAL,4,43.356,21.678,0.0,False,478.0,239.0,4.45,0.0062,PUFF,0.9579158316633266,0.4789579158316633
262,sim_262_conc_real_2025-11-10.npy,7.11,0.0,NEUTRAL,4,43.126,21.563,0.0,False,462.0,14.0,5.06,0.0059,PLUME,0.9258517034068137,0.028056112224448898
263,sim_263_conc_real_2025-11-10.npy,2.66,-0.73,MODERATELY_UNSTABLE,2,125.323,62.661,0.51,True,295.0,245.0,9.62,0.0025,PLUME,0.591182364729459,0.4909819639278557
264,sim_264_conc_real_2025-11-10.npy,7.0,-1.46,NEUTRAL,4,42.827,21.414,0.0,False,328.0,115.0,1.7,0.007,PUFF,0.657314629258517,0.23046092184368738
265,sim_265_conc_real_2025-11-10.npy,2.22,0.0,MODERATELY_UNSTABLE,2,126.53,63.265,0.57,True,406.0,322.0,8.99,0.0091,PUFF,0.8136272545090181,0.6452905811623246
266,sim_266_conc_real_2025-11-10.npy,4.81,0.23,NEUTRAL,4,42.908,21.454,0.58,True,141.0,355.0,8.59,0.0092,PUFF,0.28256513026052105,0.7114228456913828
267,sim_267_conc_real_2025-11-10.npy,6.95,0.0,NEUTRAL,4,42.854,21.427,0.0,False,50.0,356.0,7.78,0.0082,PLUME,0.10020040080160321,0.7134268537074149
268,sim_268_conc_real_2025-11-10.npy,1.12,17.76,MODERATELY_STABLE,5,25.635,12.817,0.0,False,8.0,377.0,1.68,0.0052,PUFF,0.01603206412825651,0.7555110220440882
269,sim_269_conc_real_2025-11-10.npy,7.02,1.06,NEUTRAL,4,43.995,21.997,0.79,True,495.0,491.0,1.94,0.0002,PUFF,0.9919839679358717,0.9839679358717435
270,sim_270_conc_real_2025-11-10.npy,4.17,-28.98,NEUTRAL,4,42.532,21.266,0.0,False,167.0,36.0,6.47,0.0023,PUFF,0.3346693386773547,0.07214428857715431
271,sim_271_conc_real_2025-11-10.npy,5.88,-1.79,NEUTRAL,4,43.147,21.574,0.98,True,468.0,35.0,8.39,0.0058,PUFF,0.9378757515030061,0.07014028056112225
272,sim_272_conc_real_2025-11-10.npy,5.76,-67.72,NEUTRAL,4,42.601,21.3,0.0,False,219.0,51.0,5.66,0.0056,PLUME,0.43887775551102204,0.10220440881763528
273,sim_273_conc_real_2025-11-10.npy,4.5,-3.5,NEUTRAL,4,42.967,21.483,0.44,True,12.0,405.0,6.18,0.001,PLUME,0.02404809619238477,0.811623246492986
274,sim_274_conc_real_2025-11-10.npy,4.76,0.0,NEUTRAL,4,43.513,21.757,0.0,False,433.0,384.0,9.92,0.0094,PUFF,0.8677354709418837,0.7695390781563126
275,sim_275_conc_real_2025-11-10.npy,6.42,-2.99,NEUTRAL,4,42.443,21.221,0.0,False,35.0,21.0,5.21,0.0043,PLUME,0.07014028056112225,0.04208416833667335
276,sim_276_conc_real_2025-11-10.npy,4.67,0.0,NEUTRAL,4,43.085,21.542,0.93,True,53.0,445.0,3.14,0.0095,PLUME,0.1062124248496994,0.8917835671342685
277,sim_277_conc_real_2025-11-10.npy,2.75,-71.92,MODERATELY_UNSTABLE,2,128.012,64.006,0.06,True,476.0,438.0,8.43,0.0008,PLUME,0.9539078156312625,0.8777555110220441
278,sim_278_conc_real_2025-11-10.npy,7.82,116.45,NEUTRAL,4,43.255,21.628,0.37,True,383.0,328.0,3.69,0.003,PLUME,0.7675350701402806,0.657314629258517
279,sim_279_conc_real_2025-11-10.npy,4.66,0.33,MODERATELY_UNSTABLE,2,125.94,62.97,0.0,False,266.0,372.0,6.6,0.0086,PLUME,0.533066132264529,0.7454909819639278
280,sim_280_conc_real_2025-11-10.npy,5.61,0.0,SLIGHTLY_UNSTABLE,3,74.058,37.029,0.29,True,47.0,382.0,5.66,0.0029,PLUME,0.09418837675350701,0.7655310621242485
281,sim_281_conc_real_2025-11-10.npy,7.59,-94.65,NEUTRAL,4,43.426,21.713,0.0,False,384.0,400.0,3.94,0.0097,PUFF,0.7695390781563126,0.8016032064128257
282,sim_282_conc_real_2025-11-10.npy,4.16,-2.03,SLIGHTLY_UNSTABLE,3,75.437,37.719,0.76,True,430.0,452.0,6.4,0.0088,PUFF,0.8617234468937875,0.905811623246493
283,sim_283_conc_real_2025-11-10.npy,4.94,0.0,NEUTRAL,4,43.359,21.68,0.11,True,213.0,491.0,3.03,0.0047,PUFF,0.42685370741482964,0.9839679358717435
284,sim_284_conc_real_2025-11-10.npy,5.22,0.0,NEUTRAL,4,43.338,21.669,0.81,True,483.0,216.0,1.58,0.0061,PUFF,0.9679358717434869,0.43286573146292584
285,sim_285_conc_real_2025-11-10.npy,7.54,-72.86,NEUTRAL,4,43.558,21.779,0.0,False,368.0,462.0,8.01,0.0048,PLUME,0.7374749498997996,0.9258517034068137
286,sim_286_conc_real_2025-11-10.npy,1.89,113.32,VERY_STABLE,6,14.583,7.292,0.57,True,160.0,124.0,3.38,0.0057,PUFF,0.32064128256513025,0.24849699398797595
