simulation_id,real_concentration_name_file,wind_speed,wind_dir_mean,stability_class,stability_index,sigma_y,sigma_z,RH,humidify,source_x,source_y,source_h,emission_rate,dispersion_model,gps_x,gps_y,wind_dir_cos,wind_dir_sin
137,sim_137_conc_real_2025-11-10.npy,5.76,0.8,2,4,43.188,21.594,0.0,False,479.0,60.0,7.53,0.0013,0,0.9599198396793588,0.1202404809619238,0.9999025240093042,0.013962180339145272
138,sim_138_conc_real_2025-11-10.npy,5.82,-6.17,5,1,200.201,100.101,0.0,False,252.0,256.0,5.37,0.0018,1,0.5050100200400801,0.5130260521042084,0.994207376024082,-0.1074788046979938
139,sim_139_conc_real_2025-11-10.npy,4.95,1.29,2,4,43.456,21.728,0.47,True,444.0,346.0,6.39,0.0004,1,0.8897795591182365,0.6933867735470942,0.9997465537824209,0.022512845226067772
140,sim_140_conc_real_2025-11-10.npy,4.89,-2.05,2,4,43.125,21.563,0.0,False,164.0,432.0,2.22,0.0017,1,0.3286573146292585,0.8657314629258517,0.9993599909269292,-0.03577161632534959
141,sim_141_conc_real_2025-11-10.npy,5.22,-160.61,2,4,42.887,21.443,0.0,False,62.0,368.0,8.96,0.0028,1,0.1242484969939879,0.7374749498997996,-0.9432806166351894,-0.3319965034158297
142,sim_142_conc_real_2025-11-10.npy,5.7,-0.43,5,1,204.006,102.003,0.57,True,351.0,490.0,8.15,0.009,0,0.7034068136272545,0.9819639278557114,0.9999718382517224,-0.007504845332926968
143,sim_143_conc_real_2025-11-10.npy,4.63,0.0,1,2,125.856,62.928,0.0,False,419.0,158.0,1.49,0.0031,0,0.8396793587174348,0.3166332665330661,1.0,0.0
144,sim_144_conc_real_2025-11-10.npy,7.31,-2.09,2,4,43.027,21.513,0.0,False,211.0,372.0,3.96,0.0075,1,0.4228456913827655,0.7454909819639278,0.9993347740916527,-0.036469292441525136
145,sim_145_conc_real_2025-11-10.npy,6.28,0.0,2,4,42.836,21.418,0.96,True,132.0,326.0,9.17,0.0082,0,0.2645290581162324,0.6533066132264529,1.0,0.0
146,sim_146_conc_real_2025-11-10.npy,2.41,-0.28,5,1,200.15,100.075,0.89,True,218.0,280.0,7.44,0.0005,1,0.43687374749499,0.561122244488978,0.9999880590209089,-0.0048869024540245404
147,sim_147_conc_real_2025-11-10.npy,2.94,-26.99,1,2,125.089,62.545,0.05,True,224.0,271.0,4.15,0.0052,1,0.4488977955911823,0.5430861723446894,0.8910857469070925,-0.45383498285062723
148,sim_148_conc_real_2025-11-10.npy,1.48,-1.31,4,6,14.743,7.372,0.73,True,413.0,158.0,8.82,0.0091,1,0.8276553106212425,0.3166332665330661,0.9997386344090743,-0.022861821228399245
149,sim_149_conc_real_2025-11-10.npy,3.12,0.0,3,3,74.224,37.112,0.0,False,380.0,181.0,8.74,0.0022,1,0.7615230460921844,0.3627254509018036,1.0,0.0
150,sim_150_conc_real_2025-11-10.npy,2.06,1.43,0,5,25.743,12.872,0.0,False,79.0,441.0,7.92,0.0069,0,0.158316633266533,0.8837675350701403,0.9996885600862851,0.024955617255638815
151,sim_151_conc_real_2025-11-10.npy,6.08,33.96,2,4,43.409,21.705,0.0,False,344.0,429.0,8.58,0.0061,0,0.6893787575150301,0.8597194388777555,0.829427760784683,0.5586139898352945
152,sim_152_conc_real_2025-11-10.npy,4.58,0.0,2,4,42.576,21.288,0.0,False,1.0,207.0,3.12,0.0015,1,0.002004008016032,0.4148296593186373,1.0,0.0
153,sim_153_conc_real_2025-11-10.npy,4.08,0.0,2,4,42.505,21.252,0.0,False,99.0,105.0,4.05,0.002,0,0.1983967935871743,0.2104208416833667,1.0,0.0
154,sim_154_conc_real_2025-11-10.npy,4.99,138.63,2,4,42.533,21.266,0.49,True,172.0,1.0,7.99,0.0017,0,0.344689378757515,0.002004008016032,-0.750457228874008,0.6609190174527775
155,sim_155_conc_real_2025-11-10.npy,2.87,0.0,5,1,201.172,100.586,0.43,True,411.0,140.0,8.26,0.0016,1,0.8236472945891784,0.280561122244489,1.0,0.0
156,sim_156_conc_real_2025-11-10.npy,2.65,143.97,5,1,201.561,100.78,0.0,False,166.0,430.0,3.38,0.0016,1,0.3326653306613226,0.8617234468937875,-0.8087091198522961,0.5882087720084804
157,sim_157_conc_real_2025-11-10.npy,4.46,88.96,2,4,43.128,21.564,0.46,True,310.0,344.0,9.37,0.0084,0,0.6212424849699398,0.6893787575150301,0.01815042749949482,0.9998352674223817
158,sim_158_conc_real_2025-11-10.npy,7.94,0.99,2,4,43.041,21.521,0.71,True,194.0,387.0,6.5,0.0054,0,0.3887775551102204,0.7755511022044088,0.9998507259473718,0.01727789982936457
159,sim_159_conc_real_2025-11-10.npy,6.51,-1.05,2,4,42.507,21.254,0.51,True,142.0,39.0,2.33,0.0058,1,0.2845691382765531,0.0781563126252505,0.9998320843468308,-0.018324931396102796
160,sim_160_conc_real_2025-11-10.npy,6.38,2.06,3,3,75.184,37.592,0.0,False,383.0,445.0,2.24,0.006,1,0.7675350701402806,0.8917835671342685,0.9993537323810014,0.03594603700217495
161,sim_161_conc_real_2025-11-10.npy,5.56,0.0,5,1,201.842,100.921,0.0,False,165.0,450.0,7.49,0.0051,0,0.3306613226452906,0.9018036072144288,1.0,0.0
162,sim_162_conc_real_2025-11-10.npy,5.02,0.0,2,4,43.945,21.973,0.21,True,477.0,493.0,6.23,0.0094,1,0.9559118236472944,0.9879759519038076,1.0,0.0
163,sim_163_conc_real_2025-11-10.npy,4.0,0.0,1,2,125.879,62.94,0.0,False,152.0,424.0,1.68,0.0009,1,0.3046092184368738,0.8496993987975952,1.0,0.0
164,sim_164_conc_real_2025-11-10.npy,2.01,0.0,0,5,25.675,12.838,0.0,False,7.0,405.0,5.86,0.0051,0,0.0140280561122244,0.811623246492986,1.0,0.0
165,sim_165_conc_real_2025-11-10.npy,6.69,-80.14,2,4,43.164,21.582,0.0,False,171.0,443.0,7.27,0.0003,1,0.342685370741483,0.8877755511022044,0.1712413223878577,-0.9852291152350593
166,sim_166_conc_real_2025-11-10.npy,4.06,-145.2,3,3,73.564,36.782,0.35,True,248.0,30.0,3.6,0.0074,1,0.4969939879759519,0.0601202404809619,-0.821149209133704,-0.5707135676844317
167,sim_167_conc_real_2025-11-10.npy,6.04,3.84,2,4,42.66,21.33,0.67,True,262.0,14.0,8.03,0.0004,0,0.5250501002004008,0.0280561122244488,0.9977549572268466,0.06697048102898488
168,sim_168_conc_real_2025-11-10.npy,7.68,0.0,2,4,42.661,21.331,0.43,True,257.0,57.0,3.88,0.0019,1,0.5150300601202404,0.1142284569138276,1.0,0.0
169,sim_169_conc_real_2025-11-10.npy,4.37,-2.8,2,4,42.807,21.404,0.0,False,329.0,80.0,4.17,0.0068,0,0.6593186372745491,0.1603206412825651,0.9988061373414341,-0.04884976979561326
170,sim_170_conc_real_2025-11-10.npy,5.05,55.88,2,4,43.26,21.63,0.6,True,468.0,191.0,4.16,0.0023,0,0.937875751503006,0.3827655310621242,0.5609280079861779,0.8278645842507447
171,sim_171_conc_real_2025-11-10.npy,5.39,-80.25,2,4,42.656,21.328,0.31,True,260.0,8.0,3.64,0.0048,1,0.5210420841683366,0.0160320641282565,0.16934950384902475,-0.9855560590580777
172,sim_172_conc_real_2025-11-10.npy,6.54,-2.31,2,4,43.262,21.631,0.03,True,190.0,469.0,1.7,0.0097,0,0.3807615230460922,0.939879759519038,0.9991873755767364,-0.0403061842410544
173,sim_173_conc_real_2025-11-10.npy,7.95,-2.37,2,4,43.165,21.582,0.88,True,412.0,237.0,4.78,0.0045,1,0.8256513026052105,0.4749498997995992,0.9991446191812813,-0.04135250852236719
174,sim_174_conc_real_2025-11-10.npy,7.29,4.12,2,4,42.5,21.25,0.0,False,139.0,3.0,8.61,0.0003,1,0.2785571142284569,0.0060120240480961,0.9974157648476766,0.07184561248485824
175,sim_175_conc_real_2025-11-10.npy,4.52,0.0,2,4,42.858,21.429,0.0,False,26.0,360.0,6.09,0.009,0,0.0521042084168336,0.7214428857715431,1.0,0.0
176,sim_176_conc_real_2025-11-10.npy,4.24,-107.08,2,4,43.018,21.509,0.87,True,334.0,262.0,1.0,0.0051,0,0.6693386773547094,0.5250501002004008,-0.29370667262360267,-0.9558955960021847
177,sim_177_conc_real_2025-11-10.npy,3.66,-5.1,0,5,25.762,12.881,0.0,False,424.0,176.0,1.02,0.0024,1,0.8496993987975952,0.3527054108216433,0.9960410654107695,-0.08889429686644151
178,sim_178_conc_real_2025-11-10.npy,2.73,2.83,5,1,203.631,101.816,0.18,True,384.0,439.0,5.72,0.0004,1,0.7695390781563126,0.8797595190380761,0.9987804227487659,0.04937273674606855
179,sim_179_conc_real_2025-11-10.npy,5.27,74.8,2,4,43.191,21.595,0.0,False,480.0,58.0,5.45,0.0099,0,0.9619238476953909,0.1162324649298597,0.2621891786408647,0.9650164944723114
180,sim_180_conc_real_2025-11-10.npy,5.7,-90.58,2,4,43.385,21.692,0.11,True,344.0,420.0,5.15,0.0017,1,0.6893787575150301,0.8416833667334669,-0.010122736774459773,-0.9999487637875227
181,sim_181_conc_real_2025-11-10.npy,5.75,5.19,2,4,42.555,21.278,0.16,True,191.0,5.0,2.97,0.0077,0,0.3827655310621242,0.0100200400801603,0.9959002018170436,0.09045876420099856
182,sim_182_conc_real_2025-11-10.npy,2.15,162.53,5,1,201.686,100.843,0.29,True,468.0,32.0,4.04,0.0093,1,0.937875751503006,0.064128256513026,-0.9538742691960128,0.3002063932793113
183,sim_183_conc_real_2025-11-10.npy,5.77,28.9,2,4,43.622,21.811,0.0,False,495.0,352.0,2.95,0.0006,0,0.9919839679358716,0.7054108216432866,0.8754645270000179,0.4832823832550023
184,sim_184_conc_real_2025-11-10.npy,7.35,0.0,2,4,43.265,21.633,0.5,True,370.0,347.0,5.28,0.0091,0,0.7414829659318637,0.6953907815631263,1.0,0.0
185,sim_185_conc_real_2025-11-10.npy,7.81,131.11,2,4,42.822,21.411,0.91,True,345.0,5.0,4.96,0.0083,1,0.6913827655310621,0.0100200400801603,-0.6575067574042122,0.7534486472001913
186,sim_186_conc_real_2025-11-10.npy,5.88,0.0,2,4,42.643,21.321,0.6,True,252.0,11.0,9.11,0.0043,0,0.5050100200400801,0.0220440881763527,1.0,0.0
187,sim_187_conc_real_2025-11-10.npy,6.19,0.0,2,4,43.384,21.692,0.81,True,482.0,249.0,7.95,0.0086,0,0.9659318637274548,0.4989979959919839,1.0,0.0
188,sim_188_conc_real_2025-11-10.npy,4.51,-23.41,3,3,75.584,37.792,0.79,True,452.0,459.0,9.21,0.0081,0,0.905811623246493,0.9198396793587176,0.9176852963230415,-0.39730806298449506
189,sim_189_conc_real_2025-11-10.npy,7.71,0.38,2,4,42.899,21.45,0.0,False,355.0,131.0,9.08,0.0018,0,0.7114228456913828,0.2625250501002004,0.9999780067029094,0.006632202535817132
190,sim_190_conc_real_2025-11-10.npy,2.63,-0.0,1,2,126.653,63.327,0.42,True,443.0,291.0,1.22,0.0087,0,0.8877755511022044,0.5831663326653307,1.0,-0.0
191,sim_191_conc_real_2025-11-10.npy,5.28,-77.49,3,3,74.818,37.409,0.71,True,183.0,497.0,5.0,0.0087,1,0.3667334669338677,0.995991983967936,0.21661000643865713,-0.976258216411337
192,sim_192_conc_real_2025-11-10.npy,5.18,0.0,2,4,43.242,21.621,0.0,False,224.0,447.0,8.13,0.0089,1,0.4488977955911823,0.8957915831663327,1.0,0.0
193,sim_193_conc_real_2025-11-10.npy,3.76,1.04,3,3,75.05,37.525,0.0,False,425.0,375.0,6.16,0.0045,1,0.8517034068136272,0.751503006012024,0.9998352674223817,0.01815042749949478
194,sim_194_conc_real_2025-11-10.npy,5.45,0.0,2,4,43.272,21.636,0.0,False,347.0,373.0,3.54,0.0053,1,0.6953907815631263,0.7474949899799599,1.0,0.0
195,sim_195_conc_real_2025-11-10.npy,2.61,19.79,5,1,202.991,101.495,0.0,False,481.0,263.0,5.14,0.0086,1,0.9639278557114228,0.5270541082164328,0.9409398755435882,0.33857370041398205
196,sim_196_conc_real_2025-11-10.npy,5.0,0.0,2,4,43.629,21.815,0.83,True,477.0,379.0,1.52,0.0076,1,0.9559118236472944,0.7595190380761523,1.0,0.0
197,sim_197_conc_real_2025-11-10.npy,5.82,-0.21,3,3,74.711,37.356,0.12,True,244.0,450.0,1.68,0.0007,0,0.4889779559118236,0.9018036072144288,0.999993283193413,-0.003665183223057106
198,sim_198_conc_real_2025-11-10.npy,2.39,134.0,5,1,201.843,100.921,0.28,True,14.0,479.0,9.52,0.0072,1,0.0280561122244488,0.9599198396793588,-0.6946583704589974,0.7193398003386511
199,sim_199_conc_real_2025-11-10.npy,1.67,-80.19,0,5,26.234,13.117,0.34,True,493.0,474.0,7.36,0.0066,1,0.9879759519038076,0.9498997995991983,0.17038148269575748,-0.9853781763132342
200,sim_200_conc_real_2025-11-10.npy,6.18,0.0,2,4,43.905,21.952,0.0,False,499.0,457.0,2.13,0.0084,0,1.0,0.9158316633266532,1.0,0.0
201,sim_201_conc_real_2025-11-10.npy,1.5,100.42,4,6,14.814,7.407,0.0,False,419.0,297.0,2.12,0.0044,1,0.8396793587174348,0.5951903807615231,-0.18086246545762003,0.9835083978231153
202,sim_202_conc_real_2025-11-10.npy,2.88,-67.01,5,1,201.629,100.815,0.0,False,372.0,280.0,8.17,0.0097,1,0.7454909819639278,0.561122244488978,0.3905704641341807,-0.9205730348788252
203,sim_203_conc_real_2025-11-10.npy,3.29,3.24,0,5,25.977,12.989,0.0,False,386.0,423.0,9.85,0.0017,1,0.7735470941883767,0.8476953907815631,0.998401550108975,0.056518534482024534
204,sim_204_conc_real_2025-11-10.npy,4.71,4.35,3,3,73.768,36.884,0.0,False,311.0,32.0,5.97,0.0008,0,0.6232464929859719,0.064128256513026,0.997119322550888,0.07584890635769402
205,sim_205_conc_real_2025-11-10.npy,6.46,0.0,3,3,75.093,37.547,0.52,True,369.0,439.0,7.91,0.0011,1,0.7394789579158316,0.8797595190380761,1.0,0.0
206,sim_206_conc_real_2025-11-10.npy,2.38,-2.54,4,6,14.632,7.316,0.52,True,295.0,27.0,2.05,0.0045,1,0.591182364729459,0.0541082164328657,0.999017526045259,-0.044316843913011966
207,sim_207_conc_real_2025-11-10.npy,6.05,0.0,2,4,43.419,21.709,0.09,True,456.0,312.0,9.72,0.0054,1,0.9138276553106212,0.625250501002004,1.0,0.0
208,sim_208_conc_real_2025-11-10.npy,7.78,-0.12,2,4,43.075,21.537,0.72,True,435.0,92.0,2.61,0.0031,1,0.8717434869739479,0.1843687374749499,0.9999978067553793,-0.002094393571219374
209,sim_209_conc_real_2025-11-10.npy,7.3,0.0,2,4,42.69,21.345,0.81,True,246.0,133.0,5.63,0.0016,0,0.4929859719438877,0.2665330661322645,1.0,0.0
210,sim_210_conc_real_2025-11-10.npy,6.62,105.48,2,4,43.079,21.539,0.05,True,444.0,43.0,2.64,0.0005,1,0.8897795591182365,0.0861723446893787,-0.26690198932037557,0.9637236782900097
211,sim_211_conc_real_2025-11-10.npy,5.73,34.04,2,4,42.954,21.477,0.0,False,371.0,150.0,3.97,0.005,0,0.7434869739478958,0.3006012024048096,0.8286469802625588,0.559771544562371
212,sim_212_conc_real_2025-11-10.npy,7.8,-5.69,2,4,43.057,21.528,0.0,False,356.0,256.0,4.92,0.0081,1,0.7134268537074149,0.5130260521042084,0.9950728893720281,-0.09914607827243313
213,sim_213_conc_real_2025-11-10.npy,7.21,-84.15,2,4,43.212,21.606,0.0,False,426.0,243.0,7.52,0.0073,0,0.8537074148296593,0.4869739478957915,0.10192445579504997,-0.9947921417617265
214,sim_214_conc_real_2025-11-10.npy,7.67,0.0,2,4,43.017,21.508,0.5,True,338.0,256.0,7.93,0.0025,1,0.6773547094188377,0.5130260521042084,1.0,0.0
215,sim_215_conc_real_2025-11-10.npy,3.43,7.24,5,1,199.953,99.976,0.69,True,144.0,305.0,2.76,0.0011,0,0.2885771543086172,0.6112224448897795,0.9920269604457442,0.12602582968890863
216,sim_216_conc_real_2025-11-10.npy,4.1,139.79,3,3,74.659,37.329,0.56,True,60.0,499.0,1.03,0.0005,1,0.1202404809619238,1.0,-0.7636833633836044,0.6455909854475242
217,sim_217_conc_real_2025-11-10.npy,4.95,0.0,3,3,75.737,37.869,0.25,True,492.0,447.0,4.66,0.0043,1,0.9859719438877756,0.8957915831663327,1.0,0.0
218,sim_218_conc_real_2025-11-10.npy,4.34,0.0,2,4,43.178,21.589,0.0,False,124.0,463.0,1.53,0.0011,1,0.2484969939879759,0.9278557114228456,1.0,0.0
219,sim_219_conc_real_2025-11-10.npy,2.19,151.91,5,1,198.303,99.152,0.0,False,42.0,105.0,2.93,0.0095,0,0.0841683366733467,0.2104208416833667,-0.8822090596631228,0.47085791386394765
220,sim_220_conc_real_2025-11-10.npy,4.24,0.0,2,4,42.603,21.302,0.0,False,226.0,18.0,6.19,0.002,0,0.4529058116232465,0.0360721442885771,1.0,0.0
221,sim_221_conc_real_2025-11-10.npy,6.18,0.0,2,4,43.049,21.524,0.5,True,370.0,230.0,5.94,0.0014,1,0.7414829659318637,0.4609218436873747,1.0,0.0
222,sim_222_conc_real_2025-11-10.npy,7.52,0.0,2,4,43.074,21.537,0.0,False,444.0,22.0,1.79,0.0002,1,0.8897795591182365,0.0440881763527054,1.0,0.0
223,sim_223_conc_real_2025-11-10.npy,7.13,2.64,2,4,43.451,21.725,0.0,False,391.0,403.0,9.89,0.0086,1,0.7835671342685371,0.8076152304609219,0.9989386570101713,0.0460603900408522
224,sim_224_conc_real_2025-11-10.npy,4.03,2.69,2,4,42.857,21.428,0.13,True,131.0,336.0,8.03,0.0056,1,0.2625250501002004,0.6733466933867736,0.9988980813746036,0.046932110821226294
225,sim_225_conc_real_2025-11-10.npy,4.47,0.0,2,4,43.295,21.647,0.12,True,369.0,361.0,6.37,0.0015,1,0.7394789579158316,0.7234468937875751,1.0,0.0
226,sim_226_conc_real_2025-11-10.npy,5.19,4.14,3,3,73.829,36.915,0.74,True,317.0,89.0,6.16,0.0095,0,0.6352705410821643,0.1783567134268537,0.9973906252323237,0.0721937718828606
227,sim_227_conc_real_2025-11-10.npy,4.28,-171.45,2,4,42.593,21.296,0.69,True,73.0,207.0,4.89,0.0012,1,0.1462925851703407,0.4148296593186373,-0.9888864987445045,-0.14867243389692314
228,sim_228_conc_real_2025-11-10.npy,6.63,1.45,2,4,43.112,21.556,0.0,False,191.0,416.0,2.74,0.0015,0,0.3827655310621242,0.8336673346693386,0.9996797880281931,0.02530457286552966
229,sim_229_conc_real_2025-11-10.npy,6.49,0.0,3,3,73.836,36.918,0.51,True,154.0,293.0,2.2,0.0085,1,0.3086172344689378,0.5871743486973948,1.0,0.0
230,sim_230_conc_real_2025-11-10.npy,5.17,0.0,2,4,43.189,21.594,0.41,True,471.0,107.0,1.39,0.005,0,0.9438877755511024,0.2144288577154308,1.0,0.0
231,sim_231_conc_real_2025-11-10.npy,1.08,-149.31,0,5,25.919,12.96,0.6,True,441.0,319.0,7.73,0.0055,0,0.8837675350701403,0.6392785571142284,-0.859941365049025,-0.5103928376041532
232,sim_232_conc_real_2025-11-10.npy,7.66,0.0,2,4,43.426,21.713,0.0,False,439.0,339.0,9.49,0.0084,0,0.8797595190380761,0.6793587174348698,1.0,0.0
233,sim_233_conc_real_2025-11-10.npy,3.73,120.2,1,2,123.947,61.973,0.24,True,95.0,12.0,3.95,0.0053,1,0.1903807615230461,0.0240480961923847,-0.5030199466302351,0.8642748019537047
234,sim_234_conc_real_2025-11-10.npy,4.24,89.36,3,3,73.833,36.916,0.0,False,328.0,38.0,5.61,0.0081,1,0.657314629258517,0.0761523046092184,0.011169874929422221,0.9999376150010865
235,sim_235_conc_real_2025-11-10.npy,4.35,0.0,2,4,42.994,21.497,0.44,True,316.0,270.0,7.81,0.0076,0,0.6332665330661322,0.5410821643286573,1.0,0.0
236,sim_236_conc_real_2025-11-10.npy,5.36,-4.28,2,4,42.917,21.459,0.0,False,362.0,133.0,4.59,0.0014,1,0.7254509018036072,0.2665330661322645,0.9972112452856339,-0.07463063898879226
237,sim_237_conc_real_2025-11-10.npy,5.45,0.0,2,4,42.758,21.379,0.83,True,37.0,313.0,2.42,0.003,0,0.0741482965931863,0.627254509018036,1.0,0.0
238,sim_238_conc_real_2025-11-10.npy,2.7,-160.05,5,1,201.549,100.774,0.0,False,188.0,420.0,7.55,0.0011,1,0.376753507014028,0.8416833667334669,-0.9399907318200802,-0.34119997668867164
239,sim_239_conc_real_2025-11-10.npy,4.61,0.0,5,1,203.693,101.846,0.0,False,401.0,428.0,3.4,0.0065,0,0.8036072144288577,0.8577154308617234,1.0,0.0
240,sim_240_conc_real_2025-11-10.npy,5.76,-1.09,2,4,42.552,21.276,0.01,True,184.0,41.0,1.0,0.0039,1,0.3687374749498998,0.0821643286573146,0.9998190474793415,-0.01902294134728489
241,sim_241_conc_real_2025-11-10.npy,4.33,0.0,2,4,42.994,21.497,0.0,False,368.0,193.0,6.99,0.002,1,0.7374749498997996,0.3867735470941884,1.0,0.0
242,sim_242_conc_real_2025-11-10.npy,5.01,0.0,2,4,43.612,21.806,0.74,True,402.0,452.0,9.99,0.0067,1,0.8056112224448898,0.905811623246493,1.0,0.0
243,sim_243_conc_real_2025-11-10.npy,6.8,-5.54,2,4,42.621,21.31,0.7,True,225.0,78.0,2.21,0.0027,0,0.4509018036072144,0.156312625250501,0.9953290428423857,-0.09654064674768088
244,sim_244_conc_real_2025-11-10.npy,3.69,-2.86,5,1,201.558,100.779,0.0,False,24.0,460.0,8.79,0.0058,0,0.0480961923847695,0.9218436873747496,0.9987544343347802,-0.04989569016070803
245,sim_245_conc_real_2025-11-10.npy,6.18,0.0,2,4,43.054,21.527,0.0,False,32.0,436.0,4.63,0.0039,0,0.064128256513026,0.87374749498998,1.0,0.0
246,sim_246_conc_real_2025-11-10.npy,4.26,-1.57,2,4,42.793,21.396,0.79,True,178.0,280.0,6.74,0.0069,1,0.3567134268537074,0.561122244488978,0.9996245977511435,-0.027398240287735538
247,sim_247_conc_real_2025-11-10.npy,5.7,16.41,2,4,42.865,21.433,0.0,False,233.0,280.0,4.74,0.005,1,0.4669338677354709,0.561122244488978,0.9592646820487525,0.2825088844158813
248,sim_248_conc_real_2025-11-10.npy,5.97,-0.78,2,4,43.376,21.688,0.0,False,315.0,439.0,8.29,0.0069,1,0.6312625250501002,0.8797595190380761,0.9999073368120139,-0.01361314767074941
249,sim_249_conc_real_2025-11-10.npy,4.59,-154.73,2,4,42.877,21.438,0.0,False,184.0,320.0,8.8,0.0076,0,0.3687374749498998,0.6412825651302605,-0.9043061897748865,-0.4268844283114892
250,sim_250_conc_real_2025-11-10.npy,4.7,0.0,2,4,43.224,21.612,0.48,True,193.0,455.0,6.73,0.0005,0,0.3867735470941884,0.9118236472945892,1.0,0.0
251,sim_251_conc_real_2025-11-10.npy,3.52,-167.5,0,5,25.555,12.778,0.74,True,13.0,315.0,8.94,0.0075,0,0.0260521042084168,0.6312625250501002,-0.9762960071199334,-0.21643961393810274
252,sim_252_conc_real_2025-11-10.npy,6.4,-0.87,2,4,42.772,21.386,0.0,False,315.0,67.0,5.31,0.0022,1,0.6312625250501002,0.1342685370741483,0.9998847197524724,-0.01518378100210051
253,sim_253_conc_real_2025-11-10.npy,2.61,0.0,1,2,126.054,63.027,0.0,False,371.0,288.0,4.36,0.0082,0,0.7434869739478958,0.5771543086172345,1.0,0.0
254,sim_254_conc_real_2025-11-10.npy,7.56,0.11,2,4,43.132,21.566,0.18,True,165.0,434.0,8.72,0.0041,0,0.3306613226452906,0.8697394789579158,0.9999981570651764,0.0019198609977999967
255,sim_255_conc_real_2025-11-10.npy,5.05,154.38,5,1,198.657,99.329,0.31,True,185.0,14.0,1.35,0.0066,1,0.3707414829659318,0.0280561122244488,-0.901681645086047,0.4324005214091677
256,sim_256_conc_real_2025-11-10.npy,7.45,-45.92,2,4,42.967,21.483,0.48,True,363.0,180.0,4.05,0.0056,1,0.7274549098196392,0.3607214428857715,0.6956620808331508,-0.7183691733996461
257,sim_257_conc_real_2025-11-10.npy,4.78,0.0,2,4,42.477,21.238,0.98,True,3.0,110.0,2.6,0.0039,0,0.0060120240480961,0.220440881763527,1.0,0.0
258,sim_258_conc_real_2025-11-10.npy,3.82,161.15,3,3,73.917,36.959,0.0,False,351.0,22.0,5.18,0.0053,1,0.7034068136272545,0.0440881763527054,-0.9463676698216952,0.3230916797385148
259,sim_259_conc_real_2025-11-10.npy,5.95,0.2,2,4,42.813,21.407,0.0,False,302.0,159.0,2.09,0.0029,1,0.6052104208416834,0.3186372745490982,0.9999939076577904,0.003490651415223732
260,sim_260_conc_real_2025-11-10.npy,5.38,174.97,2,4,43.789,21.894,0.11,True,457.0,461.0,7.95,0.0021,1,0.9158316633266532,0.9238476953907816,-0.9961489268974284,0.08767733710088237
261,sim_261_conc_real_2025-11-10.npy,7.26,33.01,2,4,43.356,21.678,0.0,False,478.0,239.0,4.45,0.0062,1,0.9579158316633266,0.4789579158316633,0.8385754977282645,0.5447854023464592
262,sim_262_conc_real_2025-11-10.npy,7.11,0.0,2,4,43.126,21.563,0.0,False,462.0,14.0,5.06,0.0059,0,0.9258517034068136,0.0280561122244488,1.0,0.0
263,sim_263_conc_real_2025-11-10.npy,2.66,-0.73,1,2,125.323,62.661,0.51,True,295.0,245.0,9.62,0.0025,0,0.591182364729459,0.4909819639278557,0.9999188357864599,-0.012740558835888214
264,sim_264_conc_real_2025-11-10.npy,7.0,-1.46,2,4,42.827,21.414,0.0,False,328.0,115.0,1.7,0.007,1,0.657314629258517,0.2304609218436873,0.9996753563210985,-0.025479049516900474
265,sim_265_conc_real_2025-11-10.npy,2.22,0.0,1,2,126.53,63.265,0.57,True,406.0,322.0,8.99,0.0091,1,0.8136272545090181,0.6452905811623246,1.0,0.0
266,sim_266_conc_real_2025-11-10.npy,4.81,0.23,2,4,42.908,21.454,0.58,True,141.0,355.0,8.59,0.0092,1,0.282565130260521,0.7114228456913828,0.9999919428800662,0.004014246498463718
267,sim_267_conc_real_2025-11-10.npy,6.95,0.0,2,4,42.854,21.427,0.0,False,50.0,356.0,7.78,0.0082,0,0.1002004008016032,0.7134268537074149,1.0,0.0
268,sim_268_conc_real_2025-11-10.npy,1.12,17.76,0,5,25.635,12.817,0.0,False,8.0,377.0,1.68,0.0052,1,0.0160320641282565,0.7555110220440882,0.9523425762798328,0.30503051880867754
269,sim_269_conc_real_2025-11-10.npy,7.02,1.06,2,4,43.995,21.997,0.79,True,495.0,491.0,1.94,0.0002,1,0.9919839679358716,0.9839679358717436,0.9998288708146529,0.018499434734501483
270,sim_270_conc_real_2025-11-10.npy,4.17,-28.98,2,4,42.532,21.266,0.0,False,167.0,36.0,6.47,0.0023,1,0.3346693386773547,0.0721442885771543,0.8747888843334528,-0.484504290844398
271,sim_271_conc_real_2025-11-10.npy,5.88,-1.79,2,4,43.147,21.574,0.98,True,468.0,35.0,8.39,0.0058,1,0.937875751503006,0.0701402805611222,0.9995120273540129,-0.031236311796864077
272,sim_272_conc_real_2025-11-10.npy,5.76,-67.72,2,4,42.601,21.3,0.0,False,219.0,51.0,5.66,0.0056,0,0.438877755511022,0.1022044088176352,0.3791331773006271,-0.9253421172031084
273,sim_273_conc_real_2025-11-10.npy,4.5,-3.5,2,4,42.967,21.483,0.44,True,12.0,405.0,6.18,0.001,0,0.0240480961923847,0.811623246492986,0.9981347984218669,-0.06104853953485687
274,sim_274_conc_real_2025-11-10.npy,4.76,0.0,2,4,43.513,21.757,0.0,False,433.0,384.0,9.92,0.0094,1,0.8677354709418837,0.7695390781563126,1.0,0.0
