simulation_id,real_concentration_name_file,wind_speed,wind_dir_mean,stability_class,stability_index,RH,humidify,source_x,source_y,source_h,emission_rate,dispersion_model,gps_x,gps_y,wind_dir_cos,wind_dir_sin
136,sim_136_conc_real_2025-11-24.npy,5.2,-135.5,2,4,0.84,True,357.0,102.0,1.12,0.0067059123082489,0,0.7154308617234469,0.2044088176352705,-0.7132504491541815,-0.700909264299851
137,sim_137_conc_real_2025-11-24.npy,0.94,-135.07,4,6,0.86,True,298.0,12.0,6.87,0.0127242641976775,0,0.5971943887775552,0.0240480961923847,-0.7079701471535875,-0.7062423597741272
138,sim_138_conc_real_2025-11-24.npy,6.66,-135.06,2,4,0.0,False,30.0,295.0,1.24,0.0075001372891865,0,0.0601202404809619,0.591182364729459,-0.7078468738262602,-0.7063659131175501
139,sim_139_conc_real_2025-11-24.npy,6.62,-135.16,2,4,0.0,False,10.0,459.0,9.29,0.0055325138909496,0,0.0200400801603206,0.9198396793587176,-0.7090786361789599,-0.7051294120334126
140,sim_140_conc_real_2025-11-24.npy,3.62,-135.11,0,5,0.0,False,410.0,312.0,6.62,0.0101185307104324,0,0.8216432865731463,0.625250501002004,-0.7084630247653165,-0.7057479313043563
141,sim_141_conc_real_2025-11-24.npy,2.94,-135.03,5,1,0.0,False,73.0,3.0,2.0,0.002073499587391,0,0.1462925851703407,0.0060120240480961,-0.7074769244858095,-0.7067364440299511
142,sim_142_conc_real_2025-11-24.npy,7.71,-135.27,2,4,0.81,True,129.0,461.0,3.04,0.003751085131191,0,0.2585170340681362,0.9238476953907816,-0.7104310798498135,-0.7037667801078905
143,sim_143_conc_real_2025-11-24.npy,4.5,-134.93,2,4,0.0,False,4.0,484.0,1.97,0.0028030277470055,0,0.0080160320641282,0.969939879759519,-0.7062423597741271,-0.7079701471535876
144,sim_144_conc_real_2025-11-24.npy,5.16,-134.74,2,4,0.02,True,14.0,240.0,6.24,0.0094190904671656,0,0.0280561122244488,0.4809619238476953,-0.703890763002799,-0.7103082385551623
145,sim_145_conc_real_2025-11-24.npy,5.75,-134.73,2,4,0.2,True,433.0,72.0,7.61,0.0067734691815569,0,0.8677354709418837,0.1442885771543086,-0.7037667801078904,-0.7104310798498136
146,sim_146_conc_real_2025-11-24.npy,6.97,-135.04,2,4,0.83,True,276.0,130.0,5.79,0.0076902581754822,0,0.5531062124248497,0.2605210420841683,-0.7076002624886151,-0.7066129552492249
147,sim_147_conc_real_2025-11-24.npy,4.85,-134.94,2,4,0.74,True,153.0,190.0,7.92,0.0110008641527499,0,0.3066132264529058,0.3807615230460922,-0.70636591311755,-0.7078468738262603
148,sim_148_conc_real_2025-11-24.npy,0.73,-135.04,4,6,0.7,True,156.0,129.0,4.22,0.0098969143243789,0,0.312625250501002,0.2585170340681362,-0.7076002624886151,-0.7066129552492249
149,sim_149_conc_real_2025-11-24.npy,1.35,-134.85,0,5,0.45,True,443.0,265.0,6.0,0.0033234856544525,0,0.8877755511022044,0.531062124248497,-0.7052531588616178,-0.7089555570807734
150,sim_150_conc_real_2025-11-24.npy,6.14,-135.01,2,4,0.87,True,125.0,188.0,2.72,0.0062341764718157,0,0.250501002004008,0.376753507014028,-0.7072301838310175,-0.7069833570023731
151,sim_151_conc_real_2025-11-24.npy,7.73,-134.83,2,4,0.0,False,3.0,366.0,6.16,0.0129736741894476,0,0.0060120240480961,0.7334669338677354,-0.7050056437257369,-0.7092016936773764
152,sim_152_conc_real_2025-11-24.npy,7.16,-135.11,2,4,0.82,True,460.0,328.0,4.66,0.0059930917876383,0,0.9218436873747496,0.657314629258517,-0.7084630247653165,-0.7057479313043563
153,sim_153_conc_real_2025-11-24.npy,6.48,-134.97,2,4,0.0,False,153.0,117.0,7.48,0.0058758601016905,0,0.3066132264529058,0.2344689378757515,-0.706736444029951,-0.7074769244858096
154,sim_154_conc_real_2025-11-24.npy,5.43,-135.05,2,4,0.65,True,499.0,238.0,3.14,0.0117193023141612,0,1.0,0.4769539078156312,-0.7077235789366845,-0.7064894449438368
155,sim_155_conc_real_2025-11-24.npy,7.79,-135.12,2,4,0.64,True,56.0,60.0,8.63,0.0137833011736072,0,0.1122244488977955,0.1202404809619238,-0.7085861902250863,-0.7056242704317205
156,sim_156_conc_real_2025-11-24.npy,2.76,-134.95,5,1,0.81,True,475.0,14.0,6.52,0.0060626922533891,0,0.9519038076152304,0.0280561122244488,-0.7064894449438369,-0.7077235789366842
157,sim_157_conc_real_2025-11-24.npy,3.28,-135.09,0,5,0.29,True,61.0,205.0,3.8,0.0117156163108051,0,0.1222444889779559,0.4108216432865731,-0.7082166291064759,-0.705995188550928
158,sim_158_conc_real_2025-11-24.npy,7.91,-134.89,2,4,0.0,False,150.0,315.0,4.52,0.0094434906598322,0,0.3006012024048096,0.6312625250501002,-0.7057479313043562,-0.7084630247653166
159,sim_159_conc_real_2025-11-24.npy,4.12,-134.93,2,4,0.24,True,6.0,107.0,3.16,0.0108606634397853,0,0.0120240480961923,0.2144288577154308,-0.7062423597741271,-0.7079701471535876
160,sim_160_conc_real_2025-11-24.npy,7.91,-135.2,2,4,0.94,True,471.0,499.0,6.98,0.0128955561862747,0,0.9438877755511024,1.0,-0.7095707365365207,-0.7046342099635949
161,sim_161_conc_real_2025-11-24.npy,5.35,-134.84,2,4,0.0,False,129.0,15.0,8.01,0.0025670730104761,0,0.2585170340681362,0.0300601202404809,-0.7051294120334124,-0.70907863617896
162,sim_162_conc_real_2025-11-24.npy,6.99,-135.5,2,4,0.0,False,148.0,14.0,5.01,0.0070696967992543,0,0.2965931863727455,0.0280561122244488,-0.7132504491541815,-0.700909264299851
163,sim_163_conc_real_2025-11-24.npy,7.21,-134.95,2,4,0.12,True,395.0,425.0,4.8,0.0052988766894564,0,0.7915831663326653,0.8517034068136272,-0.7064894449438369,-0.7077235789366842
164,sim_164_conc_real_2025-11-24.npy,5.79,-135.05,2,4,0.33,True,335.0,401.0,3.21,0.0081661532337883,0,0.6713426853707415,0.8036072144288577,-0.7077235789366845,-0.7064894449438368
165,sim_165_conc_real_2025-11-24.npy,3.56,-135.14,1,2,0.0,False,326.0,400.0,2.39,0.003391441224551,0,0.6533066132264529,0.8016032064128257,-0.7088324563865653,-0.7053768842065835
166,sim_166_conc_real_2025-11-24.npy,6.48,-135.3,2,4,0.17,True,442.0,327.0,3.03,0.0117730820892082,0,0.8857715430861723,0.655310621242485,-0.7107994738729925,-0.7033947028105039
167,sim_167_conc_real_2025-11-24.npy,5.65,-135.45,2,4,0.91,True,393.0,499.0,4.5,0.0120588905825081,0,0.7875751503006012,1.0,-0.7126385189252052,-0.7015314257708558
168,sim_168_conc_real_2025-11-24.npy,4.46,-135.15,2,4,0.06,True,490.0,117.0,4.09,0.0069288540615716,0,0.9819639278557114,0.2344689378757515,-0.7089555570807735,-0.7052531588616175
169,sim_169_conc_real_2025-11-24.npy,4.23,-134.77,5,1,0.0,False,192.0,362.0,8.49,0.0081169297769555,0,0.3847695390781563,0.7254509018036072,-0.7042625830219875,-0.7099395848628234
170,sim_170_conc_real_2025-11-24.npy,5.4,-135.18,2,4,0.53,True,461.0,390.0,6.57,0.0096603619379926,0,0.9238476953907816,0.781563126252505,-0.709324729572274,-0.7048818539423614
171,sim_171_conc_real_2025-11-24.npy,4.92,-134.8,2,4,0.0,False,419.0,143.0,6.25,0.003446613839214,0,0.8396793587174348,0.2865731462925852,-0.7046342099635947,-0.7095707365365208
172,sim_172_conc_real_2025-11-24.npy,4.01,-134.96,2,4,0.67,True,403.0,86.0,8.41,0.0076467757891522,0,0.8076152304609219,0.1723446893787575,-0.7066129552492247,-0.7076002624886153
173,sim_173_conc_real_2025-11-24.npy,5.39,-134.96,5,1,0.26,True,26.0,381.0,9.43,0.0014859877156738,0,0.0521042084168336,0.7635270541082164,-0.7066129552492247,-0.7076002624886153
174,sim_174_conc_real_2025-11-24.npy,4.46,-134.69,2,4,0.05,True,285.0,153.0,2.56,0.0101694879607448,0,0.5711422845691383,0.3066132264529058,-0.7032706341864143,-0.7109222285813256
175,sim_175_conc_real_2025-11-24.npy,4.52,-134.97,2,4,0.0,False,364.0,260.0,5.62,0.0086449338525449,0,0.7294589178356713,0.5210420841683366,-0.706736444029951,-0.7074769244858096
176,sim_176_conc_real_2025-11-24.npy,6.41,-135.54,2,4,0.72,True,163.0,491.0,6.57,0.0113201722055706,0,0.3266533066132264,0.9839679358717436,-0.7137396022764212,-0.7004111507838066
177,sim_177_conc_real_2025-11-24.npy,4.51,-134.92,3,3,0.26,True,355.0,241.0,4.17,0.0097355303394084,0,0.7114228456913828,0.4829659318637274,-0.7061187849173313,-0.7080933989149113
178,sim_178_conc_real_2025-11-24.npy,4.47,-135.09,2,4,0.93,True,281.0,264.0,6.93,0.0070163488090589,0,0.56312625250501,0.5290581162324649,-0.7082166291064759,-0.705995188550928
179,sim_179_conc_real_2025-11-24.npy,5.13,-135.16,5,1,0.88,True,482.0,334.0,8.67,0.0017178128490216,0,0.9659318637274548,0.6693386773547094,-0.7090786361789599,-0.7051294120334126
180,sim_180_conc_real_2025-11-24.npy,6.07,-135.01,2,4,0.24,True,475.0,238.0,2.66,0.0063802001053513,0,0.9519038076152304,0.4769539078156312,-0.7072301838310175,-0.7069833570023731
181,sim_181_conc_real_2025-11-24.npy,7.87,-135.1,2,4,0.0,False,459.0,316.0,9.7,0.0059544262313298,0,0.9198396793587176,0.6332665330661322,-0.7083398377245287,-0.7058715706786811
182,sim_182_conc_real_2025-11-24.npy,4.41,-135.06,2,4,0.95,True,440.0,473.0,1.66,0.010297482558164,0,0.8817635270541082,0.9478957915831664,-0.7078468738262602,-0.7063659131175501
183,sim_183_conc_real_2025-11-24.npy,4.49,-135.29,1,2,0.5,True,346.0,310.0,6.83,0.0053228328660138,0,0.6933867735470942,0.6212424849699398,-0.7106766975124694,-0.7035187500079654
184,sim_184_conc_real_2025-11-24.npy,0.86,-134.8,4,6,0.93,True,497.0,447.0,9.73,0.0110014580185655,0,0.995991983967936,0.8957915831663327,-0.7046342099635947,-0.7095707365365208
185,sim_185_conc_real_2025-11-24.npy,5.07,-134.99,2,4,0.0,False,304.0,200.0,7.32,0.003874984621424,0,0.6092184368737475,0.4008016032064128,-0.706983357002373,-0.7072301838310177
186,sim_186_conc_real_2025-11-24.npy,2.49,-134.93,5,1,0.61,True,407.0,273.0,1.44,0.0129396972482007,0,0.8156312625250501,0.5470941883767535,-0.7062423597741271,-0.7079701471535876
187,sim_187_conc_real_2025-11-24.npy,2.36,-135.31,0,5,0.0,False,206.0,451.0,3.61,0.0038695681737293,0,0.4128256513026052,0.9038076152304608,-0.7109222285813255,-0.7032706341864146
188,sim_188_conc_real_2025-11-24.npy,2.19,-134.79,4,6,0.0,False,251.0,165.0,9.71,0.0073008522832886,0,0.503006012024048,0.3306613226452906,-0.7045103557757468,-0.709693707598377
189,sim_189_conc_real_2025-11-24.npy,5.0,-134.75,2,4,0.0,False,482.0,458.0,7.56,0.0104341974530339,0,0.9659318637274548,0.9178356713426854,-0.7040147244559685,-0.7101853756232853
190,sim_190_conc_real_2025-11-24.npy,2.62,-135.47,4,6,0.5,True,416.0,128.0,4.25,0.0040116815906951,0,0.8336673346693386,0.2565130260521042,-0.7128833561675296,-0.7012826252655339
191,sim_191_conc_real_2025-11-24.npy,3.35,-134.93,1,2,0.0,False,415.0,333.0,1.76,0.0030150110236913,0,0.8316633266533067,0.6673346693386774,-0.7062423597741271,-0.7079701471535876
192,sim_192_conc_real_2025-11-24.npy,5.03,-135.05,2,4,0.01,True,14.0,407.0,8.35,0.0025920071466185,0,0.0280561122244488,0.8156312625250501,-0.7077235789366845,-0.7064894449438368
193,sim_193_conc_real_2025-11-24.npy,3.79,-134.8,1,2,0.22,True,449.0,472.0,9.24,0.009108495215564,0,0.8997995991983968,0.9458917835671342,-0.7046342099635947,-0.7095707365365208
194,sim_194_conc_real_2025-11-24.npy,4.54,-134.77,3,3,0.0,False,155.0,29.0,9.46,0.0084184582344888,0,0.3106212424849699,0.0581162324649298,-0.7042625830219875,-0.7099395848628234
195,sim_195_conc_real_2025-11-24.npy,1.15,-134.83,4,6,0.0,False,6.0,377.0,3.59,0.0069850762984416,0,0.0120240480961923,0.7555110220440882,-0.7050056437257369,-0.7092016936773764
196,sim_196_conc_real_2025-11-24.npy,6.46,-134.96,2,4,0.0,False,484.0,484.0,1.77,0.0022255891066649,0,0.969939879759519,0.969939879759519,-0.7066129552492247,-0.7076002624886153
197,sim_197_conc_real_2025-11-24.npy,2.04,-134.99,4,6,0.0,False,484.0,291.0,9.08,0.01352383849264,0,0.969939879759519,0.5831663326653307,-0.706983357002373,-0.7072301838310177
198,sim_198_conc_real_2025-11-24.npy,2.76,-135.26,4,6,0.03,True,314.0,407.0,1.75,0.00402903576195,0,0.6292585170340681,0.8156312625250501,-0.7103082385551622,-0.7038907630027991
199,sim_199_conc_real_2025-11-24.npy,1.22,-134.91,4,6,0.0,False,380.0,122.0,2.97,0.013463837716619,0,0.7615230460921844,0.2444889779559118,-0.7059951885509279,-0.708216629106476
200,sim_200_conc_real_2025-11-24.npy,2.01,-134.77,4,6,0.49,True,193.0,496.0,8.71,0.0069870594080182,0,0.3867735470941884,0.9939879759519038,-0.7042625830219875,-0.7099395848628234
201,sim_201_conc_real_2025-11-24.npy,4.43,-135.19,1,2,0.0,False,57.0,257.0,2.17,0.0132790360903867,0,0.1142284569138276,0.5150300601202404,-0.7094477438599042,-0.704758042687057
202,sim_202_conc_real_2025-11-24.npy,1.91,-135.05,4,6,0.81,True,417.0,140.0,8.5,0.0136354725560133,0,0.8356713426853707,0.280561122244489,-0.7077235789366845,-0.7064894449438368
203,sim_203_conc_real_2025-11-24.npy,3.37,-135.01,5,1,0.0,False,356.0,414.0,9.07,0.0028976188648425,0,0.7134268537074149,0.8296593186372746,-0.7072301838310175,-0.7069833570023731
204,sim_204_conc_real_2025-11-24.npy,0.58,-134.73,4,6,0.0,False,202.0,40.0,4.26,0.0078277749680332,0,0.4048096192384769,0.0801603206412825,-0.7037667801078904,-0.7104310798498136
205,sim_205_conc_real_2025-11-24.npy,4.95,-134.86,2,4,0.0,False,341.0,396.0,9.52,0.012934295464173,0,0.6833667334669339,0.7935871743486974,-0.7053768842065834,-0.7088324563865654
206,sim_206_conc_real_2025-11-24.npy,3.15,-135.25,3,3,0.0,False,36.0,241.0,7.25,0.0098353509447134,0,0.0721442885771543,0.4829659318637274,-0.7101853756232854,-0.7040147244559682
207,sim_207_conc_real_2025-11-24.npy,5.98,-134.84,2,4,0.38,True,343.0,318.0,9.23,0.0037470625402746,0,0.687374749498998,0.6372745490981964,-0.7051294120334124,-0.70907863617896
208,sim_208_conc_real_2025-11-24.npy,5.13,-135.02,2,4,0.55,True,261.0,412.0,9.5,0.0064197353486494,0,0.5230460921843687,0.8256513026052105,-0.7073535649320247,-0.7068599112822539
209,sim_209_conc_real_2025-11-24.npy,3.46,-135.1,5,1,0.25,True,136.0,266.0,5.04,0.0030696092867452,0,0.2725450901803607,0.533066132264529,-0.7083398377245287,-0.7058715706786811
210,sim_210_conc_real_2025-11-24.npy,3.62,-134.92,3,3,0.0,False,125.0,498.0,5.69,0.0053901313532767,0,0.250501002004008,0.997995991983968,-0.7061187849173313,-0.7080933989149113
211,sim_211_conc_real_2025-11-24.npy,3.08,-135.23,1,2,0.0,False,144.0,106.0,1.97,0.0083736452050166,0,0.2885771543086172,0.2124248496993988,-0.7099395848628233,-0.7042625830219877
212,sim_212_conc_real_2025-11-24.npy,7.42,-135.15,2,4,0.0,False,488.0,89.0,8.24,0.0126961183960162,0,0.9779559118236472,0.1783567134268537,-0.7089555570807735,-0.7052531588616175
213,sim_213_conc_real_2025-11-24.npy,4.42,-134.68,1,2,0.16,True,494.0,175.0,3.44,0.0096816367545405,0,0.9899799599198396,0.3507014028056112,-0.7031465441394767,-0.7110449616337288
214,sim_214_conc_real_2025-11-24.npy,4.42,-134.4,5,1,0.0,False,204.0,330.0,5.27,0.0038739010670071,0,0.4088176352705411,0.6613226452905812,-0.6996633405133654,-0.7144726796328033
215,sim_215_conc_real_2025-11-24.npy,5.92,-134.48,2,4,0.0,False,70.0,392.0,8.32,0.0066132827388589,0,0.1402805611222445,0.7855711422845691,-0.7006602502284914,-0.7134950691839067
216,sim_216_conc_real_2025-11-24.npy,4.63,-135.09,3,3,0.94,True,319.0,425.0,8.7,0.0038905933743782,0,0.6392785571142284,0.8517034068136272,-0.7082166291064759,-0.705995188550928
217,sim_217_conc_real_2025-11-24.npy,6.71,-134.64,2,4,0.17,True,479.0,114.0,4.03,0.010760882925462,0,0.9599198396793588,0.2284569138276553,-0.7026499697988491,-0.7115356772092855
218,sim_218_conc_real_2025-11-24.npy,5.7,-135.06,2,4,0.0,False,210.0,458.0,2.93,0.0131887098449715,0,0.4208416833667334,0.9178356713426854,-0.7078468738262602,-0.7063659131175501
219,sim_219_conc_real_2025-11-24.npy,2.22,-135.07,4,6,0.0,False,455.0,349.0,4.54,0.0055658610269481,0,0.9118236472945892,0.6993987975951904,-0.7079701471535875,-0.7062423597741272
220,sim_220_conc_real_2025-11-24.npy,4.64,-134.91,5,1,0.27,True,115.0,16.0,6.38,0.0098890075561519,0,0.2304609218436873,0.032064128256513,-0.7059951885509279,-0.708216629106476
221,sim_221_conc_real_2025-11-24.npy,6.14,-134.94,2,4,0.37,True,452.0,175.0,3.33,0.0113217147089524,0,0.905811623246493,0.3507014028056112,-0.70636591311755,-0.7078468738262603
222,sim_222_conc_real_2025-11-24.npy,4.44,-134.89,2,4,0.0,False,408.0,306.0,4.68,0.0093932894453023,0,0.8176352705410822,0.6132264529058116,-0.7057479313043562,-0.7084630247653166
223,sim_223_conc_real_2025-11-24.npy,1.52,-135.15,0,5,0.63,True,146.0,5.0,2.0,0.0116912312732721,0,0.2925851703406814,0.0100200400801603,-0.7089555570807735,-0.7052531588616175
224,sim_224_conc_real_2025-11-24.npy,6.55,-135.06,2,4,0.55,True,69.0,177.0,4.58,0.0048868857715703,0,0.1382765531062124,0.3547094188376753,-0.7078468738262602,-0.7063659131175501
225,sim_225_conc_real_2025-11-24.npy,7.07,-134.9,2,4,0.32,True,37.0,331.0,2.52,0.0080186109180139,0,0.0741482965931863,0.6633266533066132,-0.705871570678681,-0.7083398377245288
226,sim_226_conc_real_2025-11-24.npy,5.73,-135.33,5,1,0.0,False,422.0,135.0,2.93,0.0136241031610834,0,0.845691382765531,0.2705410821643286,-0.7111676730264643,-0.7030224326734701
227,sim_227_conc_real_2025-11-24.npy,6.2,-135.44,2,4,0.0,False,314.0,493.0,9.57,0.0024085200286932,0,0.6292585170340681,0.9879759519038076,-0.7125160677398625,-0.7016557939706075
228,sim_228_conc_real_2025-11-24.npy,6.21,-135.36,2,4,0.25,True,38.0,398.0,5.72,0.0102100219042639,0,0.0761523046092184,0.7975951903807615,-0.7115356772092857,-0.7026499697988489
229,sim_229_conc_real_2025-11-24.npy,5.16,-134.86,2,4,0.15,True,288.0,293.0,4.68,0.0069003297099209,0,0.5771543086172345,0.5871743486973948,-0.7053768842065834,-0.7088324563865654
230,sim_230_conc_real_2025-11-24.npy,5.1,-135.04,2,4,0.0,False,405.0,325.0,3.29,0.004606839907551,0,0.811623246492986,0.6513026052104208,-0.7076002624886151,-0.7066129552492249
231,sim_231_conc_real_2025-11-24.npy,7.98,-134.83,2,4,0.13,True,40.0,58.0,1.97,0.0054098631456828,0,0.0801603206412825,0.1162324649298597,-0.7050056437257369,-0.7092016936773764
232,sim_232_conc_real_2025-11-24.npy,3.73,-134.81,0,5,0.0,False,477.0,93.0,7.18,0.013147876357368,0,0.9559118236472944,0.1863727454909819,-0.7047580426870569,-0.7094477438599043
233,sim_233_conc_real_2025-11-24.npy,4.92,-134.76,2,4,0.0,False,355.0,375.0,1.03,0.0093407613799668,0,0.7114228456913828,0.751503006012024,-0.7041386644636228,-0.7100624910579248
234,sim_234_conc_real_2025-11-24.npy,6.28,-135.02,2,4,0.42,True,135.0,23.0,8.77,0.008351411978273,0,0.2705410821643286,0.0460921843687374,-0.7073535649320247,-0.7068599112822539
235,sim_235_conc_real_2025-11-24.npy,4.99,-135.02,2,4,0.0,False,146.0,330.0,1.58,0.0116253199733179,0,0.2925851703406814,0.6613226452905812,-0.7073535649320247,-0.7068599112822539
236,sim_236_conc_real_2025-11-24.npy,6.0,-135.1,2,4,0.0,False,88.0,43.0,2.82,0.0048502718370492,0,0.1763527054108216,0.0861723446893787,-0.7083398377245287,-0.7058715706786811
237,sim_237_conc_real_2025-11-24.npy,5.96,-135.03,2,4,0.64,True,425.0,24.0,3.58,0.009414127651197,0,0.8517034068136272,0.0480961923847695,-0.7074769244858095,-0.7067364440299511
238,sim_238_conc_real_2025-11-24.npy,4.18,-134.42,2,4,0.57,True,414.0,418.0,5.43,0.0133105757498126,0,0.8296593186372746,0.8376753507014028,-0.6999126958958753,-0.7142284075306498
239,sim_239_conc_real_2025-11-24.npy,2.36,-134.75,0,5,0.01,True,268.0,24.0,1.28,0.0040877785483289,0,0.5370741482965932,0.0480961923847695,-0.7040147244559685,-0.7101853756232853
240,sim_240_conc_real_2025-11-24.npy,5.9,-134.8,2,4,0.21,True,157.0,32.0,8.95,0.005731029812892,0,0.314629258517034,0.064128256513026,-0.7046342099635947,-0.7095707365365208
241,sim_241_conc_real_2025-11-24.npy,4.91,-134.99,3,3,0.22,True,487.0,392.0,9.14,0.0102935056829564,0,0.9759519038076152,0.7855711422845691,-0.706983357002373,-0.7072301838310177
242,sim_242_conc_real_2025-11-24.npy,2.96,-134.54,0,5,0.52,True,94.0,466.0,3.92,0.0089033876302383,0,0.188376753507014,0.933867735470942,-0.7014070362012348,-0.7127609484023376
243,sim_243_conc_real_2025-11-24.npy,5.55,-134.81,2,4,0.0,False,467.0,300.0,4.75,0.012047842408906,0,0.935871743486974,0.6012024048096193,-0.7047580426870569,-0.7094477438599043
244,sim_244_conc_real_2025-11-24.npy,4.17,-135.13,1,2,0.42,True,432.0,368.0,6.66,0.0060986907800295,0,0.8657314629258517,0.7374749498997996,-0.7087093341000861,-0.7055005880645406
245,sim_245_conc_real_2025-11-24.npy,3.53,-135.02,1,2,0.0,False,264.0,479.0,2.49,0.0028344464445043,0,0.5290581162324649,0.9599198396793588,-0.7073535649320247,-0.7068599112822539
246,sim_246_conc_real_2025-11-24.npy,6.42,-134.97,2,4,0.0,False,10.0,309.0,9.22,0.0122038102542477,0,0.0200400801603206,0.6192384769539078,-0.706736444029951,-0.7074769244858096
247,sim_247_conc_real_2025-11-24.npy,5.55,-135.14,2,4,0.49,True,90.0,43.0,8.77,0.0077774842259078,0,0.1803607214428857,0.0861723446893787,-0.7088324563865653,-0.7053768842065835
248,sim_248_conc_real_2025-11-24.npy,4.04,-135.04,2,4,0.0,False,6.0,237.0,1.41,0.0102764386334753,0,0.0120240480961923,0.4749498997995992,-0.7076002624886151,-0.7066129552492249
249,sim_249_conc_real_2025-11-24.npy,2.96,-134.98,1,2,0.79,True,104.0,359.0,6.76,0.0131050493552355,0,0.2084168336673346,0.7194388777555111,-0.7068599112822541,-0.7073535649320245
250,sim_250_conc_real_2025-11-24.npy,6.6,-135.0,2,4,0.02,True,387.0,148.0,6.19,0.0124907696934301,0,0.7755511022044088,0.2965931863727455,-0.7071067811865475,-0.7071067811865476
251,sim_251_conc_real_2025-11-24.npy,2.51,-134.59,1,2,0.24,True,21.0,281.0,8.83,0.0102934285338924,0,0.0420841683366733,0.56312625250501,-0.7020287703127658,-0.7121485839718745
252,sim_252_conc_real_2025-11-24.npy,2.15,-134.83,1,2,0.0,False,366.0,468.0,1.75,0.0120653251635134,0,0.7334669338677354,0.937875751503006,-0.7050056437257369,-0.7092016936773764
253,sim_253_conc_real_2025-11-24.npy,6.87,-134.9,2,4,0.82,True,356.0,482.0,5.51,0.0110885100563844,0,0.7134268537074149,0.9659318637274548,-0.705871570678681,-0.7083398377245288
254,sim_254_conc_real_2025-11-24.npy,4.76,-134.91,5,1,0.0,False,79.0,16.0,7.3,0.0081654335006497,0,0.158316633266533,0.032064128256513,-0.7059951885509279,-0.708216629106476
255,sim_255_conc_real_2025-11-24.npy,7.31,-135.16,2,4,0.0,False,405.0,371.0,7.12,0.0055256670056444,0,0.811623246492986,0.7434869739478958,-0.7090786361789599,-0.7051294120334126
256,sim_256_conc_real_2025-11-24.npy,4.89,-134.91,2,4,0.0,False,409.0,388.0,5.91,0.0060953912069127,0,0.8196392785571143,0.7775551102204409,-0.7059951885509279,-0.708216629106476
257,sim_257_conc_real_2025-11-24.npy,7.52,-135.11,2,4,0.0,False,241.0,25.0,4.47,0.0019677377596329,0,0.4829659318637274,0.0501002004008016,-0.7084630247653165,-0.7057479313043563
258,sim_258_conc_real_2025-11-24.npy,3.55,-134.55,1,2,0.0,False,381.0,452.0,1.82,0.0111744801757156,0,0.7635270541082164,0.905811623246493,-0.7015314257708557,-0.7126385189252055
259,sim_259_conc_real_2025-11-24.npy,7.75,-135.06,2,4,0.84,True,458.0,99.0,4.62,0.0082449367017106,0,0.9178356713426854,0.1983967935871743,-0.7078468738262602,-0.7063659131175501
260,sim_260_conc_real_2025-11-24.npy,7.92,-135.06,2,4,0.2,True,427.0,453.0,5.83,0.007646362487103,0,0.8557114228456913,0.9078156312625252,-0.7078468738262602,-0.7063659131175501
261,sim_261_conc_real_2025-11-24.npy,5.85,-134.7,2,4,0.0,False,473.0,457.0,9.12,0.0059804288566304,0,0.9478957915831664,0.9158316633266532,-0.7033947028105038,-0.7107994738729926
262,sim_262_conc_real_2025-11-24.npy,7.88,-135.1,2,4,0.0,False,296.0,229.0,8.09,0.0066529646271536,0,0.593186372745491,0.4589178356713427,-0.7083398377245287,-0.7058715706786811
263,sim_263_conc_real_2025-11-24.npy,6.2,-135.03,3,3,0.0,False,483.0,336.0,7.55,0.0092386032350492,0,0.9679358717434868,0.6733466933867736,-0.7074769244858095,-0.7067364440299511
264,sim_264_conc_real_2025-11-24.npy,7.23,-134.94,2,4,0.24,True,378.0,345.0,2.34,0.0100401228930258,0,0.7575150300601202,0.6913827655310621,-0.70636591311755,-0.7078468738262603
265,sim_265_conc_real_2025-11-24.npy,2.48,-135.03,0,5,0.78,True,168.0,296.0,7.65,0.0128056532213408,0,0.3366733466933868,0.593186372745491,-0.7074769244858095,-0.7067364440299511
266,sim_266_conc_real_2025-11-24.npy,3.91,-134.96,1,2,0.17,True,37.0,393.0,6.96,0.0021730944581245,0,0.0741482965931863,0.7875751503006012,-0.7066129552492247,-0.7076002624886153
267,sim_267_conc_real_2025-11-24.npy,3.8,-135.01,5,1,0.0,False,346.0,477.0,2.1,0.0085686377178615,0,0.6933867735470942,0.9559118236472944,-0.7072301838310175,-0.7069833570023731
268,sim_268_conc_real_2025-11-24.npy,4.44,-135.2,2,4,0.0,False,145.0,494.0,8.77,0.0111280995782827,0,0.2905811623246493,0.9899799599198396,-0.7095707365365207,-0.7046342099635949
269,sim_269_conc_real_2025-11-24.npy,7.11,-134.73,2,4,0.0,False,22.0,391.0,7.52,0.0031292508529337,0,0.0440881763527054,0.7835671342685371,-0.7037667801078904,-0.7104310798498136
270,sim_270_conc_real_2025-11-24.npy,3.3,-134.91,1,2,0.87,True,384.0,374.0,5.1,0.0088271580350509,0,0.7695390781563126,0.749498997995992,-0.7059951885509279,-0.708216629106476
271,sim_271_conc_real_2025-11-24.npy,3.1,-134.83,0,5,0.08,True,88.0,363.0,4.86,0.0086313791212019,0,0.1763527054108216,0.7274549098196392,-0.7050056437257369,-0.7092016936773764
272,sim_272_conc_real_2025-11-24.npy,3.61,-134.71,1,2,0.84,True,43.0,59.0,9.33,0.0041597551145639,0,0.0861723446893787,0.1182364729458917,-0.7035187500079655,-0.7106766975124692
